headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
Italian,Abbadia,Proper noun, ?,Any of several places founded by or near an abbey, Any of several places founded by or near an abbey,"<li id=""mwBw""> Any of several places founded by or near an <a href=""abbey.html"" id=""mwCA"" title=""abbey"">abbey</a></li>"
Italian,Abbadia,Derived terms,,abbadengo, abbadengo,"<li id=""mwCg""> <span class=""Latn"" id=""mwCw"" lang=""it""><a href=""abbadengo.html"" title=""abbadengo"">abbadengo</a></span></li>"
Italian,Abbagnale,Proper noun, ?,A  surname​., A  surname​.,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A  <a href=""surname.html"" title=""surname"">surname</a><span>​</span>.</span></li>"
Italian,Abbagnale,Proper noun, ?,"Giuseppe Abbagnale, Italian rower"," Giuseppe Abbagnale, Italian rower","<li id=""mwCQ""> <a class=""external"" href=""https://en.wikipedia.org/wiki/it:Giuseppe%20Abbagnale"" id=""mwCg"" title=""w:it:Giuseppe Abbagnale"">Giuseppe Abbagnale</a>, Italian rower</li>"
Italian,Abbasidi,Proper noun, ? m pl,Abbasid, Abbasid,"<li id=""mwCA""> <a href=""Abbasid.html"" id=""mwCQ"" title=""Abbasid"">Abbasid</a></li>"
Italian,Abbasidi,Derived terms,,abbaside, abbaside,"<li id=""mwCw""> <span class=""Latn"" id=""mwDA"" lang=""it""><a href=""abbaside.html"" title=""abbaside"">abbaside</a></span></li>"
Italian,Abbondanzio,Proper noun, m,"A male given name, from Latin Abundius."," A male given name, from Latin Abundius.","<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span>, from Latin <a href=""Abundius.html"" id=""mwCA"" title=""Abundius"">Abundius</a>.</li>"
Italian,Abbondazio,Proper noun, m,A male given name from Latin Abundius., A male given name from Latin Abundius.,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span> from Latin <a href=""Abundius.html"" id=""mwCA"" title=""Abundius"">Abundius</a>.</li>"
Italian,Abbondio,Proper noun, m,A male given name. The Italian equivalent of Abundius., A male given name. The Italian equivalent of Abundius.,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span>. The Italian equivalent of <a href=""Abundius.html"" id=""mwCA"" title=""Abundius"">Abundius</a>.</li>"
Italian,Abdenago,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Abdia,Proper noun, m," Obadiah, Book of Obadiah"," (biblical) Obadiah, Book of Obadiah","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">biblical</span><span class=""ib-brac"" id=""mwCA"">)</span> <a href=""Obadiah.html"" id=""mwCQ"" title=""Obadiah"">Obadiah</a>, Book of Obadiah</li>"
Italian,Abdieso,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Abdone,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Abelardo,Proper noun, m,Abelard, Abelard,"<li id=""mwBQ""> <a href=""Abelard.html"" id=""mwBg"" title=""Abelard"">Abelard</a></li>"
Italian,Abele,Proper noun,,A male given name. Italian equivalent of Abel., A male given name. Italian equivalent of Abel.,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A male <a href=""given_name.html"" title=""given name"">given name</a></span>. Italian equivalent of <a href=""Abel.html"" id=""mwCQ"" title=""Abel"">Abel</a>.</li>"
Italian,Abenzio,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Abercio,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Abetone,Proper noun, ?,A small town in the Pistoia province of Tuscany, A small town in the Pistoia province of Tuscany,"<li id=""mwBg""> A small town in the <a href=""Pistoia.html"" id=""mwBw"" title=""Pistoia"">Pistoia</a> province of <a href=""Tuscany.html"" id=""mwCA"" title=""Tuscany"">Tuscany</a></li>"
Italian,Abetone,Derived terms,,abetonese, abetonese,"<li id=""mwCg""> <span class=""Latn"" id=""mwCw"" lang=""it""><a href=""abetonese.html"" title=""abetonese"">abetonese</a></span></li>"
Italian,Abibo,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Abibone,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Abilio,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Abissinia,Etymology,,"From New Latin, from Arabic حَبَشَة ‎, from حَبَش ‎.","From New Latin, from Arabic حَبَشَة ‎(ḥabaša), from حَبَش ‎(ḥabaš, “Abysinnian”).","<p id=""mwAg"">From <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/New%20Latin"" title=""w:New Latin"">New Latin</a></span></span>, from <span class=""etylcleanup"" id=""mwBQ""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Arabic%20language"" title=""w:Arabic language"">Arabic</a></span></span> <i class=""Arab mention"" id=""mwBw"" lang=""ar"">حَبَشَة</i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">ḥabaša</span><span class=""mention-gloss-paren"" id=""mwCA"">)</span>, from <i class=""Arab mention"" id=""mwCQ"" lang=""ar"">حَبَش</i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">ḥabaš</span><span>, </span><span class=""mention-gloss-double-quote"">“</span><span class=""mention-gloss"">Abysinnian</span><span class=""mention-gloss-double-quote"">”</span><span class=""mention-gloss-paren"" id=""mwCg"">)</span>.</p>"
Italian,Abissinia,Proper noun, f,Abyssinia, Abyssinia,"<li id=""mwDw""> <a href=""Abyssinia.html"" id=""mwEA"" title=""Abyssinia"">Abyssinia</a></li>"
Italian,Abissinia,Derived terms,,abissino, abissino,"<li id=""mwEg""> <span class=""Latn"" id=""mwEw"" lang=""it""><a href=""abissino.html"" title=""abissino"">abissino</a></span></li>"
Italian,Abramio,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Abramo,Proper noun, m,"A male given name, the Italian equivalent of Abraham."," A male given name, the Italian equivalent of Abraham.","<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span>, the <a href=""Italian.html"" id=""mwCA"" title=""Italian"">Italian</a> equivalent of <a href=""Abraham.html"" id=""mwCQ"" title=""Abraham"">Abraham</a>.</li>"
Italian,Abraàm,Proper noun, m,Abraham , Abraham (medieval spelling of Abramo),"<li id=""mwBQ""> <a href=""Abraham.html"" id=""mwBg"" title=""Abraham"">Abraham</a> (<span class=""form-of-definition"" id=""mwBw"">medieval spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""it""><a href=""Abramo.html"" title=""Abramo"">Abramo</a></i></span></span>)</li>"
Italian,Absalone,Proper noun, m,Alternative form of Assalonne, Alternative form of Assalonne,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""it""><a href=""Assalonne.html"" title=""Assalonne"">Assalonne</a></i></span></span></li>"
Italian,Absburgo,Proper noun, m,Hapsburg / Habsburg, Hapsburg / Habsburg,"<li id=""mwBQ""> <a href=""Hapsburg.html"" id=""mwBg"" title=""Hapsburg"">Hapsburg</a> / <a href=""Habsburg.html"" id=""mwBw"" title=""Habsburg"">Habsburg</a></li>"
Italian,Abudemio,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Abèl,Proper noun, m,Abel , Abel (medieval spelling of Abele),"<li id=""mwBg""> <a href=""Abel.html"" id=""mwBw"" title=""Abel"">Abel</a> (<span class=""form-of-definition"" id=""mwCA"">medieval spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""it""><a href=""Abele.html"" title=""Abele"">Abele</a></i></span></span>)</li>"
Italian,Acacio,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Acario,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Acazio,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBw""> <span class=""use-with-mention"" id=""mwCA"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Accardo,Proper noun, ?,"A southern Italian surname​ of Norman French origin, equivalent to the English Ackert or German Eckert."," A southern Italian surname​ of Norman French origin, equivalent to the English Ackert or German Eckert.","<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A southern <a href=""Italian.html"" title=""Italian"">Italian</a> <a href=""surname.html"" title=""surname"">surname</a><span>​</span></span> of <a href=""Norman_French.html"" id=""mwCA"" title=""Norman French"">Norman French</a> origin, equivalent to the <a href=""English.html"" id=""mwCQ"" title=""English"">English</a> Ackert or <a href=""German.html"" id=""mwCw"" title=""German"">German</a> <a href=""Eckert.html"" id=""mwDA"" title=""Eckert"">Eckert</a>.</li>"
Italian,Accorso,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Accursio,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Acepsima,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Acerbi,Proper noun, ?,A  surname​., A  surname​.,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A  <a href=""surname.html"" title=""surname"">surname</a><span>​</span>.</span></li>"
Italian,Acerbi,Proper noun, ?,"Giuseppe Acerbi, Italian naturalist and explorer"," Giuseppe Acerbi, Italian naturalist and explorer","<li id=""mwCQ""> <a class=""external"" href=""https://en.wikipedia.org/wiki/it:Giuseppe%20Acerbi"" id=""mwCg"" title=""w:it:Giuseppe Acerbi"">Giuseppe Acerbi</a>, Italian naturalist and explorer</li>"
Italian,Acerra,Etymology,,From Latin Ăcérræ.,From Latin Ăcérræ.,"<p id=""mwAw"">From <span class=""etylcleanup"" id=""mwBA""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Latin%20language"" title=""w:Latin language"">Latin</a></span></span> <i class=""Latn mention"" id=""mwBg"" lang=""la""><a href=""Acerrae.html"" title=""Acerrae"">Ăcérræ</a></i>.</p>"
Italian,Acerra,Proper noun, f,a town in the province of Naples in Campania in Italy., a town in the province of Naples in Campania in Italy.,"<li id=""mwCw""> a <a href=""town.html"" id=""mwDA"" title=""town"">town</a> in the province of <a href=""Naples.html"" id=""mwDQ"" title=""Naples"">Naples</a> in <a href=""Campania.html"" id=""mwDg"" title=""Campania"">Campania</a> in <a href=""Italy.html"" id=""mwDw"" title=""Italy"">Italy</a>.</li>"
Italian,Acete,Proper noun, m,Acoetes, Acoetes,"<li id=""mwBw""> <a href=""Acoetes.html"" id=""mwCA"" title=""Acoetes"">Acoetes</a></li>"
Italian,Achernar,Etymology,,"From Arabic آخر النهر , meaning ""The End of the River"". ","From Arabic آخر النهر (ākhir an-nahr), meaning ""The End of the River"". ","<p id=""mwAg"">From <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Arabic%20language"" title=""w:Arabic language"">Arabic</a></span></span> <i class=""Arab mention"" id=""mwBQ"" lang=""ar"">آخر النهر</i> (<i id=""mwBg"">ākhir an-nahr</i>), meaning ""The End of the River"". </p>"
Italian,Achernar,Proper noun, f,"Achernar, the brightest star in the constellation of Eridanus"," Achernar, the brightest star in the constellation of Eridanus","<li id=""mwCw""> <a href="""" id=""mwDA"">Achernar</a>, the brightest star in the constellation of <a href=""Eridanus.html"" id=""mwDQ"" title=""Eridanus"">Eridanus</a></li>"
Italian,Acheronte,Etymology,,From Ancient Greek Ἀχέρων ‎.,From Ancient Greek Ἀχέρων ‎(Akhérōn).,"<p id=""mwAQ"">From <span class=""etylcleanup"" id=""mwAg""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Ancient%20Greek%20language"" title=""w:Ancient Greek language"">Ancient Greek</a></span></span> <i class=""polytonic mention"" id=""mwBA"" lang=""grc""><a href=""%E1%BC%88%CF%87%CE%AD%CF%81%CF%89%CE%BD.html"" title=""Ἀχέρων"">Ἀχέρων</a></i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">Akhérōn</span><span class=""mention-gloss-paren"" id=""mwBQ"">)</span>.</p>"
Italian,Acheronte,Noun, m (Sometimes: acheronte),The hereafter, The hereafter,"<li id=""mwDA""> The <a href=""hereafter.html"" id=""mwDQ"" title=""hereafter"">hereafter</a></li>"
Italian,Acheronte,Noun, m (Sometimes: acheronte),Acheron , Acheron (Hell),"<li id=""mwDg""> <a href=""Acheron.html"" id=""mwDw"" title=""Acheron"">Acheron</a> <span class=""gloss-brac"" id=""mwEA"">(</span><span class=""gloss-content""><a href=""Hell.html"" title=""Hell"">Hell</a></span><span class=""gloss-brac"" id=""mwEQ"">)</span></li>"
Italian,Acheronte,Noun, m (Sometimes: acheronte), Acheron , (Greek mythology) Acheron (the river of the Underworld),"<li id=""mwEg""> <span class=""ib-brac"" id=""mwEw"">(</span><span class=""ib-content""><a href=""Greek.html"" title=""Greek"">Greek</a> <a href=""mythology.html"" title=""mythology"">mythology</a></span><span class=""ib-brac"" id=""mwFA"">)</span> <a href=""Acheron.html"" id=""mwFQ"" title=""Acheron"">Acheron</a> <span class=""gloss-brac"" id=""mwFg"">(</span><span class=""gloss-content"">the river of the Underworld</span><span class=""gloss-brac"" id=""mwFw"">)</span></li>"
Italian,Acheronte,Derived terms,,"acheronteo,  acherontico"," acheronteo,  acherontico","<li id=""mwGQ""> <a href=""acheronteo.html"" id=""mwGg"" title=""acheronteo"">acheronteo</a></li>, <li id=""mwGw""> <a href=""acherontico.html"" id=""mwHA"" title=""acherontico"">acherontico</a></li>"
Italian,Achilla,Proper noun, ‎(f),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Achitofel,Proper noun, m,Ahitophel, Ahitophel,"<li id=""mwBw""> Ahitophel</li>"
Italian,Achitofèl,Proper noun, m,medieval spelling of Achitofel, medieval spelling of Achitofel,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">medieval spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""it""><a href=""Achitofel.html"" title=""Achitofel"">Achitofel</a></i></span></span></li>"
Italian,Acilia,Proper noun, ?,A small town between Rome and Ostia, A small town between Rome and Ostia,"<li id=""mwBg""> A small <a href=""town.html"" id=""mwBw"" title=""town"">town</a> between <a href=""Rome.html"" id=""mwCA"" title=""Rome"">Rome</a> and <a href=""Ostia.html"" id=""mwCQ"" title=""Ostia"">Ostia</a></li>"
Italian,Acilio,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Acillino,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Acindino,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Acireale,Etymology,,From Latin Acis Aquilia.,From Latin Acis Aquilia.,"<p id=""mwAQ"">From <span class=""etylcleanup"" id=""mwAg""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Latin%20language"" title=""w:Latin language"">Latin</a></span></span> <i class=""Latn mention"" id=""mwBA"" lang=""la"">Acis Aquilia</i>.</p>"
Italian,Acireale,Proper noun, ?,"A town in the province of Catania, Sicily"," A town in the province of Catania, Sicily","<li id=""mwCg""> A <a href=""town.html"" id=""mwCw"" title=""town"">town</a> in the province of <a href=""Catania.html"" id=""mwDA"" title=""Catania"">Catania</a>, <a href=""Sicily.html"" id=""mwDQ"" title=""Sicily"">Sicily</a></li>"
Italian,Acireale,Related terms,,acese, acese,"<li id=""mwDw""> <span class=""Latn"" id=""mwEA"" lang=""it""><a href=""acese.html"" title=""acese"">acese</a></span></li>"
Italian,Aciscolo,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Acqua,Proper noun, ?, The astrological element Water that comprises the three water signs ," (astrology) The astrological element Water that comprises the three water signs (Cancro, Scorpione and Pesci)","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">astrology</span><span class=""ib-brac"" id=""mwCA"">)</span> The astrological <a href=""element.html"" id=""mwCQ"" title=""element"">element</a> <i id=""mwCg""><a href=""Water.html"" id=""mwCw"" title=""Water"">Water</a></i> that comprises the three <a href=""water_sign.html"" id=""mwDA"" title=""water sign"">water signs</a> (<a href=""Cancro.html"" id=""mwDQ"" title=""Cancro"">Cancro</a>, <a href=""Scorpione.html"" id=""mwDg"" title=""Scorpione"">Scorpione</a> and <a href=""Pesci.html"" id=""mwDw"" title=""Pesci"">Pesci</a>)</li>"
Italian,Acquacheta,Proper noun, ?,A river that flows through Tuscany and Emilia-Romagna, A river that flows through Tuscany and Emilia-Romagna,"<li id=""mwBg""> A <a href=""river.html"" id=""mwBw"" title=""river"">river</a> that flows through <a href=""Tuscany.html"" id=""mwCA"" title=""Tuscany"">Tuscany</a> and <a href=""Emilia-Romagna.html"" id=""mwCQ"" title=""Emilia-Romagna"">Emilia-Romagna</a></li>"
Italian,Acquario,Proper noun, m,Aquarius, Aquarius,"<li id=""mwCA""> <a href=""Aquarius.html"" id=""mwCQ"" title=""Aquarius"">Aquarius</a></li>"
Italian,Acquarossa,Proper noun, ?,The administrative capital of Ticino in Switzerland, The administrative capital of Ticino in Switzerland,"<li id=""mwBg""> The administrative capital of <a href=""Ticino.html"" id=""mwBw"" title=""Ticino"">Ticino</a> in <a href=""Switzerland.html"" id=""mwCA"" title=""Switzerland"">Switzerland</a></li>"
Italian,Acquasanta Terme,Proper noun, ?,A small town in the province of Ascoli Piceno in the Marche, A small town in the province of Ascoli Piceno in the Marche,"<li id=""mwBg""> A small town in the province of <a href=""Ascoli_Piceno.html"" id=""mwBw"" title=""Ascoli Piceno"">Ascoli Piceno</a> in the <a href=""Marche.html"" id=""mwCA"" title=""Marche"">Marche</a></li>"
Italian,Acri,Proper noun, f,A town in the province of Cosenza in Calabria, A town in the province of Cosenza in Calabria,"<li id=""mwBw""> A town in the province of <a href=""Cosenza.html"" id=""mwCA"" title=""Cosenza"">Cosenza</a> in <a href=""Calabria.html"" id=""mwCQ"" title=""Calabria"">Calabria</a></li>"
Italian,Acri,Proper noun, f,"Acre, a city of Israel"," Acre, a city of Israel","<li id=""mwCg""> <a href=""Acre.html"" id=""mwCw"" title=""Acre"">Acre</a>, a city of <a href=""Israel.html"" id=""mwDA"" title=""Israel"">Israel</a></li>"
Italian,Acrisio,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Acropoli,Proper noun, ?,Acropolis, Acropolis,"<li id=""mwBg""> <a href=""Acropolis.html"" id=""mwBw"" title=""Acropolis"">Acropolis</a></li>"
Italian,Actv,Initialism,, Azienda Consorzio Trasporti Veneziano - the Venice public transport authority, (Venice) Azienda Consorzio Trasporti Veneziano - the Venice public transport authority,"<li id=""mwBw""> <span class=""ib-brac"" id=""mwCA"">(</span><span class=""ib-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Venice"" title=""w:Venice"">Venice</a></span><span class=""ib-brac"" id=""mwCQ"">)</span> <a href=""azienda.html"" id=""mwCg"" title=""azienda"">Azienda</a> <a href=""consorzio.html"" id=""mwCw"" title=""consorzio"">Consorzio</a> <a href=""trasporti.html"" id=""mwDA"" title=""trasporti"">Trasporti</a> <a href=""veneziano.html"" id=""mwDQ"" title=""veneziano"">Veneziano</a> - the Venice public transport authority</li>"
Italian,Actv,References,,website, website,"<li id=""mwDw""> <a class=""external"" href=""http://www.actv.it/"" id=""mwEA"">website</a></li>"
Italian,Acuzio,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Adalardo,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Adalciso,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Adalfredo,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Adalgisio,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Adalgiso,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Adalindo,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Adalio,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Adaloaldo,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Adalrico,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Adaulfo,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
