headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
English,Z-bosons,Noun,,plural of Z-boson, plural of Z-boson,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Z-boson.html"" title=""Z-boson"">Z-boson</a></i></span></span></li>"
English,Z-car,Alternative forms,,Zed-car, Zed-car,"<li id=""mwAw""> <span class=""Latn"" id=""mwBA"" lang=""en""><a href=""Zed-car.html"" title=""Zed-car"">Zed-car</a></span></li>"
English,Z-car,Noun, ‰Û_(plural Z-cars), any of several early models of police car, (Britain) any of several early models of police car,"<li id=""mwCQ""> <span class=""ib-brac"" id=""mwCg"">(</span><span class=""ib-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Britain"" title=""w:Britain"">Britain</a></span><span class=""ib-brac"" id=""mwCw"">)</span> any of several early models of <a href=""police_car.html"" id=""mwDA"" title=""police car"">police car</a></li>"
English,Z-cars,Noun,,plural of Z-car, plural of Z-car,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Z-car.html"" title=""Z-car"">Z-car</a></i></span></span></li>"
English,Z-drug,Etymology,,"Most of their names start with the letter Z, e.g. zopiclone, zaleplon, zolpidem.","Most of their names start with the letter Z, e.g. zopiclone, zaleplon, zolpidem.","<p id=""mwAg"">Most of their names start with the letter Z, e.g. <a href=""zopiclone.html"" id=""mwAw"" title=""zopiclone"">zopiclone</a>, <a href=""zaleplon.html"" id=""mwBA"" title=""zaleplon"">zaleplon</a>, <a href=""zolpidem.html"" id=""mwBQ"" title=""zolpidem"">zolpidem</a>.</p>"
English,Z-drug,Noun, ‰Û_(plural Z-drugs),"Any of a group of nonbenzodiazepine drugs with effects similar to benzodiazepines, used in the treatment of insomnia.
 2015 July 4,  AndrÌ© S. Pollmann et al.,  ‰ÛÏDeprescribing benzodiazepines and Z-drugs in community-dwelling adults: a scoping review‰Û, in  BMC Pharmacology &amp; Toxicology, volume 16, DOI:10.1186/s40360-015-0019-8:Estimates of effect size direction, while not attributable to a specific intervention or intervention type, were mixed with 47åÊ% of trials being positive, 41åÊ% negative, and 12åÊ% undetermined, suggesting a lack of clarity regarding how to best deprescribe benzodiazepines and Z-drugs."," Any of a group of nonbenzodiazepine drugs with effects similar to benzodiazepines, used in the treatment of insomnia.
 2015 July 4,  AndrÌ© S. Pollmann et al.,  ‰ÛÏDeprescribing benzodiazepines and Z-drugs in community-dwelling adults: a scoping review‰Û, in  BMC Pharmacology &amp; Toxicology, volume 16, DOI:10.1186/s40360-015-0019-8:Estimates of effect size direction, while not attributable to a specific intervention or intervention type, were mixed with 47åÊ% of trials being positive, 41åÊ% negative, and 12åÊ% undetermined, suggesting a lack of clarity regarding how to best deprescribe benzodiazepines and Z-drugs.","<li id=""mwCg""> Any of a group of <a href=""nonbenzodiazepine.html"" id=""mwCw"" title=""nonbenzodiazepine"">nonbenzodiazepine</a> <a href=""drug.html"" id=""mwDA"" title=""drug"">drugs</a> with effects similar to <a href=""benzodiazepine.html"" id=""mwDQ"" title=""benzodiazepine"">benzodiazepines</a>, used in the treatment of <a href=""insomnia.html"" id=""mwDg"" title=""insomnia"">insomnia</a>.
<ul id=""mwDw""><li id=""mwEA""> <div class=""citation-whole"" id=""mwEQ""><span class=""cited-source""><b>2015</b> July 4,<span> </span><span> </span>AndrÌ© S. Pollmann et al.,<span> </span><span> </span>‰ÛÏDeprescribing benzodiazepines and Z-drugs in community-dwelling adults: a scoping review‰Û, in<span> </span><span> </span><cite>BMC Pharmacology &amp; Toxicology</cite><sup><a class=""external"" href=""http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4491204/""></a></sup>, volume 16, <small><a class=""external"" href=""https://en.wikipedia.org/wiki/Digital%20object%20identifier"" title=""w:Digital object identifier"">DOI</a>:<span class=""neverexpand""><a class=""external"" href=""http://dx.doi.org/10.1186%2Fs40360-015-0019-8"">10.1186/s40360-015-0019-8</a></span></small>:</span><dl><dd><span class=""cited-passage"">Estimates of effect size direction, while not attributable to a specific intervention or intervention type, were mixed with 47åÊ% of trials being positive, 41åÊ% negative, and 12åÊ% undetermined, suggesting a lack of clarity regarding how to best deprescribe benzodiazepines and <b>Z-drugs</b>.</span></dd></dl></div></li></ul></li>"
English,Z-drugs,Noun,,plural of Z-drug, plural of Z-drug,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Z-drug.html"" title=""Z-drug"">Z-drug</a></i></span></span></li>"
English,Z-list,Etymology,,"From A-list, because the letter Z is so far from the letter A in the alphabet.","From A-list, because the letter Z is so far from the letter A in the alphabet.","<p id=""mwAQ"">From <a href=""A-list.html"" id=""mwAg"" title=""A-list"">A-list</a>, because the letter Z is so far from the letter A in the alphabet.</p>"
English,Z-list,Noun, ‰Û_(uncountable),"A group of people who are very far from stardom, unlike the A-list."," A group of people who are very far from stardom, unlike the A-list.","<li id=""mwBw""> A group of people who are very far from <a href=""stardom.html"" id=""mwCA"" title=""stardom"">stardom</a>, unlike the <a href=""A-list.html"" id=""mwCQ"" title=""A-list"">A-list</a>.</li>"
English,Z-list,Related terms,,"A-list,  B-list,  C-list"," A-list,  B-list,  C-list","<li id=""mwCw""> <a href=""A-list.html"" id=""mwDA"" title=""A-list"">A-list</a></li>, <li id=""mwDQ""> <a href=""B-list.html"" id=""mwDg"" title=""B-list"">B-list</a></li>, <li id=""mwDw""> C-list</li>"
English,Z-lister,Noun, ‰Û_(plural Z-listers),Someone on a Z-list; one who is very far from stardom., Someone on a Z-list; one who is very far from stardom.,"<li id=""mwBQ""> Someone on a <a href=""Z-list.html"" id=""mwBg"" title=""Z-list"">Z-list</a>; one who is very far from <a href=""stardom.html"" id=""mwBw"" title=""stardom"">stardom</a>.</li>"
English,Z-listers,Noun,,plural of Z-lister, plural of Z-lister,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Z-lister.html"" title=""Z-lister"">Z-lister</a></i></span></span></li>"
English,Z-order,Noun, ‰Û_(plural Z-orders),Alternative spelling of z-order, Alternative spelling of z-order,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""z-order.html"" title=""z-order"">z-order</a></i></span></span></li>"
English,Z-orders,Noun,,plural of Z-order, plural of Z-order,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Z-order.html"" title=""Z-order"">Z-order</a></i></span></span></li>"
English,Z-pak,Etymology,,Initial of Zithromax ‰Û_ and pack.,Initial of Zithromax ‰Û_(‰ÛÏPfizer's proprietary name for azithromycin‰Û) and pack.,"<p id=""mwAQ"">Initial of <i class=""Latn mention"" id=""mwAg"" lang=""en""><a class=""external"" href=""https://en.wikipedia.org/wiki/Zithromax"" title=""w:Zithromax"">Zithromax</a></i><span> </span><span>‰Û_</span><span class=""mention-gloss-paren"">(</span><span class=""mention-gloss-double-quote"">‰ÛÏ</span><span class=""mention-gloss"">Pfizer's proprietary name for azithromycin</span><span class=""mention-gloss-double-quote"">‰Û</span><span class=""mention-gloss-paren"" id=""mwAw"">)</span> and <i class=""Latn mention"" id=""mwBA"" lang=""en""><a href=""pack.html"" title=""pack"">pack</a></i>.</p>"
English,Z-pak,Noun, ‰Û_(plural Z-paks),"A package of six pills, each one containing 250 mg of the antibacterial azithromycin.
 The pills in a Z-pak are to be taken as follows:  [‰Û_] "," A package of six pills, each one containing 250 mg of the antibacterial azithromycin.
 The pills in a Z-pak are to be taken as follows:  [‰Û_] ","<li id=""mwCQ""> A package of six pills, each one containing 250 mg of the antibacterial <a href=""azithromycin.html"" id=""mwCg"" title=""azithromycin"">azithromycin</a>.
<dl id=""mwCw""><dd id=""mwDA""> <i id=""mwDQ"">The pills in a <b id=""mwDg"">Z-pak</b> are to be taken as follows: <span class=""q-hellip-sp"" id=""mwDw""><span> </span></span><span class=""q-hellip-b"">[</span><span>‰Û_</span><span class=""q-hellip-b"">]</span><span class=""q-hellip-b"" id=""mwEA""><span> </span></span></i></dd></dl></li>"
English,Z-paks,Noun,,plural of Z-pak, plural of Z-pak,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Z-pak.html"" title=""Z-pak"">Z-pak</a></i></span></span></li>"
English,Z-transform,Noun, ‰Û_(plural Z-transforms), transform that converts a discrete time-domain signal into a complex frequency-domain representation, (mathematics) transform that converts a discrete time-domain signal into a complex frequency-domain representation,"<li id=""mwBw""> <span class=""ib-brac"" id=""mwCA"">(</span><span class=""ib-content"">mathematics</span><span class=""ib-brac"" id=""mwCQ"">)</span> <a href=""transform.html"" id=""mwCg"" title=""transform"">transform</a> that converts a <a href=""discrete.html"" id=""mwCw"" title=""discrete"">discrete</a> time-domain <a href=""signal.html"" id=""mwDA"" title=""signal"">signal</a> into a <a href=""complex.html"" id=""mwDQ"" title=""complex"">complex</a> frequency-domain representation</li>"
English,Z-transforms,Noun,,plural of Z-transform, plural of Z-transform,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Z-transform.html"" title=""Z-transform"">Z-transform</a></i></span></span></li>"
German,Z.,Noun,åÊf,Abbreviation of Zeile., Abbreviation of Zeile.,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">Abbreviation of <i class=""Latn mention"" lang=""de""><a href=""Zeile.html"" title=""Zeile"">Zeile</a></i></span><span>.</span></li>"
Translingual,Z,Letter,,The twenty-sixth letter of the basic modern Latin alphabet., The twenty-sixth letter of the basic modern Latin alphabet.,"<li id=""mwDA""> The twenty-sixth letter of the basic modern Latin alphabet.</li>"
Translingual,Z,Symbol,, Symbol for the prefix zetta-, (metrology) Symbol for the prefix zetta-,"<li id=""mwEw""> <span class=""ib-brac"" id=""mwFA"">(</span><span class=""ib-content"">metrology</span><span class=""ib-brac"" id=""mwFQ"">)</span> Symbol for the prefix <a href=""zetta-.html"" id=""mwFg"" title=""zetta-"">zetta-</a></li>"
Translingual,Z,Symbol,, the impedance of an electrical circuit, (physics) the impedance of an electrical circuit,"<li id=""mwFw""> <span class=""ib-brac"" id=""mwGA"">(</span><span class=""ib-content"">physics</span><span class=""ib-brac"" id=""mwGQ"">)</span> the <a href=""impedance.html"" id=""mwGg"" title=""impedance"">impedance</a> of an <a href=""electrical.html"" id=""mwGw"" title=""electrical"">electrical</a> <a href=""circuit.html"" id=""mwHA"" title=""circuit"">circuit</a></li>"
Translingual,Z,Symbol,, the depth dimension in a 3D environment, (physics) the depth dimension in a 3D environment,"<li id=""mwHQ""> <span class=""ib-brac"" id=""mwHg"">(</span><span class=""ib-content"">physics</span><span class=""ib-brac"" id=""mwHw"">)</span> the <a href=""depth.html"" id=""mwIA"" title=""depth"">depth</a> <a href=""dimension.html"" id=""mwIQ"" title=""dimension"">dimension</a> in a <a href=""3D.html"" id=""mwIg"" title=""3D"">3D</a> environment</li>"
Translingual,Z,Symbol,, atomic number, (physics) atomic number,"<li id=""mwIw""> <span class=""ib-brac"" id=""mwJA"">(</span><span class=""ib-content"">physics</span><span class=""ib-brac"" id=""mwJQ"">)</span> <a href=""atomic_number.html"" id=""mwJg"" title=""atomic number"">atomic number</a></li>"
Translingual,Z,Symbol,, IUPAC 1-letter abbreviation for either aspargine or aspartic acid, (biochemistry) IUPAC 1-letter abbreviation for either aspargine or aspartic acid,"<li id=""mwJw""> <span class=""ib-brac"" id=""mwKA"">(</span><span class=""ib-content"">biochemistry</span><span class=""ib-brac"" id=""mwKQ"">)</span> <a href=""IUPAC.html"" id=""mwKg"" title=""IUPAC"">IUPAC</a> 1-letter abbreviation for either <a href=""aspargine.html"" id=""mwKw"" title=""aspargine"">aspargine</a> or <a href=""aspartic_acid.html"" id=""mwLA"" title=""aspartic acid"">aspartic acid</a></li>"
Translingual,ZA,Symbol,," Symbol for the zettaampere, an SI unit of electrical current equal to 1021 amperes."," (metrology) Symbol for the zettaampere, an SI unit of electrical current equal to 1021 amperes.","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">metrology</span><span class=""ib-brac"">)</span><span> Symbol for the </span><b><a href=""zettaampere.html"" title=""zettaampere"">zettaampere</a></b><span>, an </span>SI unit<span> of </span><a href=""electrical_current.html"" title=""electrical current"">electrical current</a><span> equal to 10</span><sup>21</sup><span> </span><a href=""ampere.html"" title=""ampere"">ampere</a><span>s.</span></li>"
Translingual,ZA,Symbol,,The ISO 3166-1 two-letter  code for South Africa., The ISO 3166-1 two-letter (alpha-2) code for South Africa.,"<li id=""mwCQ""> The <a href=""ISO.html"" id=""mwCg"" title=""ISO"">ISO</a> 3166-1 two-letter (alpha-2) code for <a href=""South_Africa.html"" id=""mwCw"" title=""South Africa"">South Africa</a>.</li>"
English,ZAC,Abbreviation,,"Zacatecas, a state of Mexico."," Zacatecas, a state of Mexico.","<li id=""mwBw""> <a href=""Zacatecas.html"" id=""mwCA"" title=""Zacatecas"">Zacatecas</a>, a state of <a href=""Mexico.html"" id=""mwCQ"" title=""Mexico"">Mexico</a>.</li>"
French,ZAD,Proper noun,,zone ÌÊ dÌ©fendre, zone ÌÊ dÌ©fendre,"<li id=""mwBw""> <a href=""zone_%C3%A0_d%C3%A9fendre.html"" id=""mwCA"" title=""zone ÌÊ dÌ©fendre"">zone ÌÊ dÌ©fendre</a></li>"
French,ZAD,Derived terms,,zadiste, zadiste,"<li id=""mwCg""> <span class=""Latn"" id=""mwCw"" lang=""fr""><a href=""zadiste.html"" title=""zadiste"">zadiste</a></span></li>"
Slovene,ZAE,Proper noun,åÊmåÊpl ‰Û_(genitive [please provide]),"UAE, United Arab Emirates; initialism of ZdrÌ¼_eni arÌÁbski emirÌÁti."," UAE, United Arab Emirates; initialism of ZdrÌ¼_eni arÌÁbski emirÌÁti.","<li id=""mwCA""> <a href=""UAE.html"" id=""mwCQ"" title=""UAE"">UAE</a>, <a href=""United_Arab_Emirates.html"" id=""mwCg"" title=""United Arab Emirates"">United Arab Emirates</a>; <span class=""use-with-mention"" id=""mwCw"">initialism of <i class=""Latn mention"" lang=""sl"">ZdrÌ¼_eni arÌÁbski emirÌÁti</i></span>.</li>"
Translingual,ZAF,Symbol,,The ISO 3166-1 three-letter  code for South Africa., The ISO 3166-1 three-letter (alpha-3) code for South Africa.,"<li id=""mwBw""> The <a href=""ISO.html"" id=""mwCA"" title=""ISO"">ISO</a> 3166-1 three-letter (alpha-3) code for <a href=""South_Africa.html"" id=""mwCQ"" title=""South Africa"">South Africa</a>.</li>"
Translingual,ZAG,Initialism,,IATA code for Zagreb Airport., IATA code for Zagreb Airport.,"<li id=""mwCA""> <a href=""IATA.html"" id=""mwCQ"" title=""IATA"">IATA</a> code for <a class=""external"" href=""https://en.wikipedia.org/wiki/Zagreb%20Airport"" id=""mwCg"" title=""w:Zagreb Airport"">Zagreb Airport</a>.</li>"
English,ZAHB,Noun, ‰Û_(uncountable), Abbreviation of zero-age horizontal branch., (stars) Abbreviation of zero-age horizontal branch.,"<li id=""mwBQ""> <span class=""ib-brac"" id=""mwBg"">(</span><span class=""ib-content"">stars</span><span class=""ib-brac"" id=""mwBw"">)</span> <span class=""use-with-mention"" id=""mwCA"">Abbreviation of <i class=""Latn mention"" lang=""en"">zero-age horizontal branch</i></span><span>.</span></li>"
English,ZAHB,Related terms,,"BHB ,  HB ,  AGB ,  TRGB "," BHB (blue horizontal branch),  HB (horizontal branch),  AGB (asymptotic giant branch),  TRGB (tip of the red giant branch)","<li id=""mwCw""> <span class=""Latn"" id=""mwDA"" lang=""en""><a href=""BHB.html"" title=""BHB"">BHB</a></span> <span class=""gloss-brac"" id=""mwDQ"">(</span><span class=""gloss-content"">blue horizontal branch</span><span class=""gloss-brac"" id=""mwDg"">)</span></li>, <li id=""mwDw""> <span class=""Latn"" id=""mwEA"" lang=""en""><a href=""HB.html"" title=""HB"">HB</a></span> <span class=""gloss-brac"" id=""mwEQ"">(</span><span class=""gloss-content"">horizontal branch</span><span class=""gloss-brac"" id=""mwEg"">)</span></li>, <li id=""mwEw""> <span class=""Latn"" id=""mwFA"" lang=""en""><a href=""AGB.html"" title=""AGB"">AGB</a></span> <span class=""gloss-brac"" id=""mwFQ"">(</span><span class=""gloss-content"">asymptotic giant branch</span><span class=""gloss-brac"" id=""mwFg"">)</span></li>, <li id=""mwFw""> <span class=""Latn"" id=""mwGA"" lang=""en""><a href=""TRGB.html"" title=""TRGB"">TRGB</a></span> <span class=""gloss-brac"" id=""mwGQ"">(</span><span class=""gloss-content"">tip of the red giant branch</span><span class=""gloss-brac"" id=""mwGg"">)</span></li>"
Translingual,ZAM,Proper noun,, Abbreviation of Zambia., (sports) Abbreviation of Zambia.,"<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">sports</span><span class=""ib-brac"" id=""mwCA"">)</span> <span class=""use-with-mention"" id=""mwCQ"">Abbreviation of <i class=""Latn mention"" lang=""mul""><a href=""Zambia.html"" title=""Zambia"">Zambia</a></i></span><span>.</span></li>"
English,ZAMS,Adjective, ‰Û_(not comparable), Abbreviation of zero-age main sequence., (astronomy) Abbreviation of zero-age main sequence.,"<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">astronomy</span><span class=""ib-brac"" id=""mwCA"">)</span> <span class=""use-with-mention"" id=""mwCQ"">Abbreviation of <i class=""Latn mention"" lang=""en"">zero-age main sequence</i></span><span>.</span></li>"
Translingual,ZAR,Etymology,,From Dutch Zuid-Afrikaanse rand.,From Dutch Zuid-Afrikaanse rand.,"<p id=""mwAg"">From <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Dutch%20language"" title=""w:Dutch language"">Dutch</a></span></span> <i id=""mwBQ"">Zuid-Afrikaanse rand</i>.</p>"
Translingual,ZAR,Initialism,,South African rand, South African rand,"<li id=""mwCw""> <a href=""South_African.html"" id=""mwDA"" title=""South African"">South African</a> <a href=""rand.html"" id=""mwDQ"" title=""rand"">rand</a></li>"
Translingual,ZBq,Symbol,," Symbol for the zettabecquerel, an SI unit of radioactivity equal to 1021 becquerels."," (metrology) Symbol for the zettabecquerel, an SI unit of radioactivity equal to 1021 becquerels.","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">metrology</span><span class=""ib-brac"">)</span><span> Symbol for the </span><b><a href=""zettabecquerel.html"" title=""zettabecquerel"">zettabecquerel</a></b><span>, an </span>SI unit<span> of </span><a href=""radioactivity.html"" title=""radioactivity"">radioactivity</a><span> equal to 10</span><sup>21</sup><span> </span><a href=""becquerel.html"" title=""becquerel"">becquerel</a><span>s.</span></li>"
Translingual,ZC,Symbol,," Symbol for the zettacoulomb, an SI unit of electric charge equal to 1021 coulombs."," (metrology) Symbol for the zettacoulomb, an SI unit of electric charge equal to 1021 coulombs.","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">metrology</span><span class=""ib-brac"">)</span><span> Symbol for the </span><b><a href=""zettacoulomb.html"" title=""zettacoulomb"">zettacoulomb</a></b><span>, an </span>SI unit<span> of </span><a href=""electric_charge.html"" title=""electric charge"">electric charge</a><span> equal to 10</span><sup>21</sup><span> </span><a href=""coulomb.html"" title=""coulomb"">coulomb</a><span>s.</span></li>"
English,ZCN,Acronym,,zero-coupon note., zero-coupon note.,"<li id=""mwBg""> <a href=""zero-coupon_note.html"" id=""mwBw"" title=""zero-coupon note"">zero-coupon note</a>.</li>"
English,ZD,Abbreviation,,"zenith distance
 z_t is now ZD 
 --California Institute of Technology
 limit in zenith distance ZD: ZD &lt; 70å¡
 --European Southern Observatory"," zenith distance
 z_t is now ZD (true zenith distance)
 --California Institute of Technology
 limit in zenith distance ZD: ZD &lt; 70å¡
 --European Southern Observatory","<li id=""mwBg""> <a href=""zenith.html"" id=""mwBw"" title=""zenith"">zenith</a> <a href=""distance.html"" id=""mwCA"" title=""distance"">distance</a>
<dl id=""mwCQ""><dd id=""mwCg""> z_t is now <i id=""mwCw"">ZD</i> (true <i id=""mwDA"">zenith distance</i>)
<dl id=""mwDQ""><dd id=""mwDg""> --California Institute of Technology</dd></dl></dd>
<dd id=""mwDw""> limit in <i id=""mwEA"">zenith distance ZD: ZD</i> &lt; 70å¡
<dl id=""mwEQ""><dd id=""mwEg""> --European Southern Observatory</dd></dl></dd></dl></li>"
English,ZD,Abbreviation,,zero defects, zero defects,"<li id=""mwEw""> <a href=""zero.html"" id=""mwFA"" title=""zero"">zero</a> <a href=""defects.html"" id=""mwFQ"" title=""defects"">defects</a></li>"
English,ZD,References,,"Acronym Finder Accessed February 14, 2006."," Acronym Finder Accessed February 14, 2006.","<li id=""mwFw""> <a class=""external"" href=""http://www.acronymfinder.com/af-query.asp?String=exact&amp;Acronym=ZD&amp;Find=Find"" id=""mwGA"">Acronym Finder</a> Accessed February 14, 2006.</li>"
Zazaki,ZDA,Initialism,,"USA; ""Zewbiyaye DewletÌ© Amerika"", United States of America."," USA; ""Zewbiyaye DewletÌ© Amerika"", United States of America.","<li id=""mwBw""> <a href=""USA.html"" id=""mwCA"" title=""USA"">USA</a>; <i id=""mwCQ"">""<b id=""mwCg"">Z</b>ewbiyaye <b id=""mwCw"">D</b>ewletÌ© <b id=""mwDA"">A</b>merika""</i>, United States of America.</li>"
English,ZDDP,Abbreviation,, zinc dialkyldithiophosphate, (chemistry) zinc dialkyldithiophosphate,"<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">chemistry</span><span class=""ib-brac"" id=""mwCA"">)</span> <a href=""zinc.html"" id=""mwCQ"" title=""zinc"">zinc</a> dialkyldithiophosphate</li>"
German,ZDF,Initialism,,Zweite Deutsche Fernsehen , Zweite Deutsche Fernsehen (TV station),"<li id=""mwBw""> <a href=""zweite.html"" id=""mwCA"" title=""zweite"">Zweite</a> <a href=""Deutsche.html"" id=""mwCQ"" title=""Deutsche"">Deutsche</a> <a href=""Fernsehen.html"" id=""mwCg"" title=""Fernsehen"">Fernsehen</a> (TV station)</li>"
English,ZE,Proper noun,,Initialism of Zollinger-Ellison syndrome., Initialism of Zollinger-Ellison syndrome.,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">Initialism of <i class=""Latn mention"" lang=""en""><a href=""Zollinger-Ellison_syndrome.html"" title=""Zollinger-Ellison syndrome"">Zollinger-Ellison syndrome</a></i></span><span>.</span></li>"
