headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
Irish,Y-chruthach,Etymology,,From Y +â€_ -chruthach â€_.,From Y +â€_ -chruthach â€_(â€œ-shapedâ€ù).,"<p id=""mwAQ"">From <i class=""Latn mention"" id=""mwAg"" lang=""ga""><a href=""Y.html"" title=""Y"">Y</a></i><span> +</span><span>â€_</span><span> </span><i class=""Latn mention"" lang=""ga""><a href=""-chruthach.html"" title=""-chruthach"">-chruthach</a></i><span> </span><span>â€_</span><span class=""mention-gloss-paren"">(</span><span class=""mention-gloss-double-quote"">â€œ</span><span class=""mention-gloss"">-shaped</span><span class=""mention-gloss-double-quote"">â€ù</span><span class=""mention-gloss-paren"">)</span>.</p>"
Irish,Y-chruthach,Adjective," â€_(genitive singular masculine Y-chruthaigh, genitive singular feminine Y-chruthaÃ_, plural Y-chruthacha, comparative Y-chruthaÃ_)",Y-shaped, Y-shaped,"<li id=""mwCA""> <a href=""Y.html"" id=""mwCQ"" title=""Y"">Y</a>-shaped</li>"
Irish,Y-chruthach,References,,"""Y-chruthach"" in FoclÃ_ir Gaeilge-BÃ©arla, An GÃºm, 1977, by Niall Ã“ DÃ_naill."," ""Y-chruthach"" in FoclÃ_ir Gaeilge-BÃ©arla, An GÃºm, 1977, by Niall Ã“ DÃ_naill.","<li id=""mwDQ""> <span id=""mwDg"">""</span><a class=""external"" href=""http://www.teanglann.ie/en/fgb/Y-chruthach"">Y-chruthach</a><span>"" in </span><i>FoclÃ_ir Gaeilge-BÃ©arla</i><span>, An GÃºm, 1977, by </span><a class=""external"" href=""https://en.wikipedia.org/wiki/Niall%20Ã“%20DÃ_naill"" title=""wikipedia:Niall Ã“ DÃ_naill"">Niall Ã“ DÃ_naill</a><span>.</span></li>"
Irish,Y-chrÃ_masÃ_m,Etymology,,"From Y +â€_ crÃ_masÃ_m, calque of English Y chromosome.","From Y +â€_ crÃ_masÃ_m, calque of English Y chromosome.","<p id=""mwAQ"">From <i class=""Latn mention"" id=""mwAg"" lang=""ga""><a href=""Y.html"" title=""Y"">Y</a></i><span> +</span><span>â€_</span><span> </span><i class=""Latn mention"" lang=""ga""><a href=""cr%C3%B3mas%C3%B3m.html"" title=""crÃ_masÃ_m"">crÃ_masÃ_m</a></i><span>, </span>calque<span> of</span><span> </span><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/English%20language"" title=""w:English language"">English</a></span><span> </span><i class=""Latn mention"" lang=""en""><a href=""Y_chromosome.html"" title=""Y chromosome"">Y chromosome</a></i>.</p>"
Irish,Y-chrÃ_masÃ_m,Noun,"Â m â€_(genitive singular Y-chrÃ_masÃ_im, nominative plural Y-chrÃ_masÃ_im)", Y chromosome, (genetics) Y chromosome,"<li id=""mwCA""> <span class=""ib-brac"" id=""mwCQ"">(</span><span class=""ib-content"">genetics</span><span class=""ib-brac"" id=""mwCg"">)</span> <a href=""Y_chromosome.html"" id=""mwCw"" title=""Y chromosome"">Y chromosome</a></li>"
Irish,Y-chrÃ_masÃ_m,Related terms,,X-chrÃ_masÃ_mÂ m â€_, X-chrÃ_masÃ_mÂ m â€_(â€œX chromosomeâ€ù),"<li id=""mwDg""> <span class=""Latn"" id=""mwDw"" lang=""ga""><a href=""X-chr%C3%B3mas%C3%B3m.html"" title=""X-chrÃ_masÃ_m"">X-chrÃ_masÃ_m</a></span><span>Â </span><span class=""gender""><abbr title=""masculine gender"">m</abbr></span><span> </span><span>â€_</span><span class=""mention-gloss-paren"">(</span><span class=""mention-gloss-double-quote"">â€œ</span><span class=""mention-gloss"">X chromosome</span><span class=""mention-gloss-double-quote"">â€ù</span><span class=""mention-gloss-paren"" id=""mwEA"">)</span></li>"
Irish,Y-chrÃ_masÃ_m,References,,"""Y-chrÃ_mosÃ_m"" in FoclÃ_ir Gaeilge-BÃ©arla, An GÃºm, 1977, by Niall Ã“ DÃ_naill."," ""Y-chrÃ_mosÃ_m"" in FoclÃ_ir Gaeilge-BÃ©arla, An GÃºm, 1977, by Niall Ã“ DÃ_naill.","<li id=""mwEg""> <span id=""mwEw"">""</span><a class=""external"" href=""http://www.teanglann.ie/en/fgb/Y-chr%C3%B3mos%C3%B3m"">Y-chrÃ_mosÃ_m</a><span>"" in </span><i>FoclÃ_ir Gaeilge-BÃ©arla</i><span>, An GÃºm, 1977, by </span><a class=""external"" href=""https://en.wikipedia.org/wiki/Niall%20Ã“%20DÃ_naill"" title=""wikipedia:Niall Ã“ DÃ_naill"">Niall Ã“ DÃ_naill</a><span>.</span></li>"
English,Y-fronted,Adjective, â€_(not comparable)," Having a Y-shaped seam, as Y-fronts do.
 1975, George MacBeth, The Samurai 
 Underneath he was wearing white Y-fronted underpants."," (Britain) Having a Y-shaped seam, as Y-fronts do.
 1975, George MacBeth, The Samurai (page 54)
 Underneath he was wearing white Y-fronted underpants.","<li id=""mwBQ""> <span class=""ib-brac"" id=""mwBg"">(</span><span class=""ib-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Britain"" title=""w:Britain"">Britain</a></span><span class=""ib-brac"" id=""mwBw"">)</span> Having a Y-shaped seam, as <a href=""Y-fronts.html"" id=""mwCA"" title=""Y-fronts"">Y-fronts</a> do.
<ul id=""mwCQ""><li id=""mwCg""> <b id=""mwCw"">1975</b>, George MacBeth, <i id=""mwDA"">The Samurai</i> (page 54)
<dl id=""mwDQ""><dd id=""mwDg""> Underneath he was wearing white <b id=""mwDw"">Y-fronted</b> underpants.</dd></dl></li></ul></li>"
English,Y-fronted,Adjective, â€_(not comparable)," Wearing Y-fronts.
 2007, Jackie Clune, Man of the Month Club 
 Squeezing open the kitchen door, Amy came face to face with Greg's baggy Y-fronted backside. 'Greg! Amy's here!' shouted Sophie, too late."," (Britain) Wearing Y-fronts.
 2007, Jackie Clune, Man of the Month Club (page 18)
 Squeezing open the kitchen door, Amy came face to face with Greg's baggy Y-fronted backside. 'Greg! Amy's here!' shouted Sophie, too late.","<li id=""mwEA""> <span class=""ib-brac"" id=""mwEQ"">(</span><span class=""ib-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Britain"" title=""w:Britain"">Britain</a></span><span class=""ib-brac"" id=""mwEg"">)</span> Wearing <a href=""Y-fronts.html"" id=""mwEw"" title=""Y-fronts"">Y-fronts</a>.
<ul id=""mwFA""><li id=""mwFQ""> <b id=""mwFg"">2007</b>, Jackie Clune, <i id=""mwFw"">Man of the Month Club</i> (page 18)
<dl id=""mwGA""><dd id=""mwGQ""> Squeezing open the kitchen door, Amy came face to face with Greg's baggy <b id=""mwGg"">Y-fronted</b> backside. 'Greg! Amy's here!' shouted Sophie, too late.</dd></dl></li></ul></li>"
English,Y-fronts,Noun,Â pl â€_(plural only), Men's briefs that have a fly as part of an inverted Y formed by the seams.," (plural only, Britain, informal) Men's briefs that have a fly as part of an inverted Y formed by the seams.","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">plural only<span class=""ib-comma"">,</span><span> </span><a class=""external"" href=""https://en.wikipedia.org/wiki/Britain"" title=""w:Britain"">Britain</a><span class=""ib-comma"">,</span><span> </span>informal</span><span class=""ib-brac"" id=""mwCA"">)</span> Men's <a href=""briefs.html"" id=""mwCQ"" title=""briefs"">briefs</a> that have a <a href=""fly.html"" id=""mwCg"" title=""fly"">fly</a> as part of an inverted Y formed by the seams.</li>"
English,Y-jack,Noun, â€_(plural Y-jacks),"A splitter; a device used to split a single jack into two.
 2006: Edward C. Baig, Macs For Dummies , p. 137
 The answer is a small, inexpensive, plastic doodad called a splitter , which as its name suggests splits a single phone jack into two. So now you can plug your computer and phone into the same wall jack
 2007: Rick Steves &amp; Pat O'Connor, Rick Steves' Ireland 2008, p. 14
 If you bring along your own pair of headphones and a Y-jack, two people can share one audioguide and save."," A splitter; a device used to split a single jack into two.
 2006: Edward C. Baig, Macs For Dummies (9th ed.), p. 137
 The answer is a small, inexpensive, plastic doodad called a splitter (or Y-jack), which as its name suggests splits a single phone jack into two. So now you can plug your computer and phone into the same wall jack
 2007: Rick Steves &amp; Pat O'Connor, Rick Steves' Ireland 2008, p. 14
 If you bring along your own pair of headphones and a Y-jack, two people can share one audioguide and save.","<li id=""mwBQ""> A <a href=""splitter.html"" id=""mwBg"" title=""splitter"">splitter</a>; a device used to split a single <a href=""jack.html"" id=""mwBw"" title=""jack"">jack</a> into two.
<ul id=""mwCA""><li id=""mwCQ""> <b id=""mwCg"">2006:</b> Edward C. Baig, <i id=""mwCw"">Macs For Dummies</i> (9th ed.), p. 137
<dl id=""mwDA""><dd id=""mwDQ""> The answer is a small, inexpensive, plastic doodad called a <i id=""mwDg"">splitter</i> (or <b id=""mwDw"">Y-jack</b>), which as its name suggests splits a single phone jack into two. So now you can plug your computer and phone into the same wall jack</dd></dl></li>
<li id=""mwEA""> <b id=""mwEQ"">2007:</b> Rick Steves &amp; Pat O'Connor, <i id=""mwEg"">Rick Steves' Ireland 2008</i>, p. 14
<dl id=""mwEw""><dd id=""mwFA""> If you bring along your own pair of headphones and a <b id=""mwFQ"">Y-jack</b>, two people can share one audioguide and save.</dd></dl></li></ul></li>"
English,Y-jacks,Noun,,plural of Y-jack, plural of Y-jack,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Y-jack.html"" title=""Y-jack"">Y-jack</a></i></span></span></li>"
Swedish,Y-kromosom,Noun,Â c, Y chromosome, (genetics) Y chromosome,"<li id=""mwBQ""> <span class=""ib-brac"" id=""mwBg"">(</span><span class=""ib-content"">genetics</span><span class=""ib-brac"" id=""mwBw"">)</span> <a href=""Y_chromosome.html"" id=""mwCA"" title=""Y chromosome"">Y chromosome</a></li>"
Swedish,Y-kromosomen,Noun,,"definite singular of Y-kromosom
"," definite singular of Y-kromosom
","<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">definite singular of <span class=""mention""><a href=""Y-kromosom.html"" title=""Y-kromosom"">Y-kromosom</a></span></span><span>
</span></li>"
Swedish,Y-kromosomens,Noun,,"definite genitive singular of Y-kromosom
"," definite genitive singular of Y-kromosom
","<li id=""mwBw""> <span class=""use-with-mention"" id=""mwCA"">definite genitive singular of <span class=""mention""><a href=""Y-kromosom.html"" title=""Y-kromosom"">Y-kromosom</a></span></span><span>
</span></li>"
Swedish,Y-kromosomer,Noun,,"indefinite plural of Y-kromosom
"," indefinite plural of Y-kromosom
","<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">indefinite plural of <span class=""mention""><a href=""Y-kromosom.html"" title=""Y-kromosom"">Y-kromosom</a></span></span><span>
</span></li>"
Swedish,Y-kromosomerna,Noun,," definite plural of Y-kromosom
","  definite plural of Y-kromosom
","<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg""> definite plural of <span class=""mention""><a href=""Y-kromosom.html"" title=""Y-kromosom"">Y-kromosom</a></span></span><span>
</span></li>"
Swedish,Y-kromosomernas,Noun,,"definite genitive plural of  Y-kromosom
"," definite genitive plural of  Y-kromosom
","<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">definite genitive plural of  <span class=""mention""><a href=""Y-kromosom.html"" title=""Y-kromosom"">Y-kromosom</a></span></span><span>
</span></li>"
Swedish,Y-kromosomers,Noun,,"indefinite genitive plural of  Y-kromosom
"," indefinite genitive plural of  Y-kromosom
","<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">indefinite genitive plural of  <span class=""mention""><a href=""Y-kromosom.html"" title=""Y-kromosom"">Y-kromosom</a></span></span><span>
</span></li>"
Finnish,Y-kromosomi,Noun,,Y chromosome, Y chromosome,"<li id=""mwBQ""> <a href=""Y_chromosome.html"" id=""mwBg"" title=""Y chromosome"">Y chromosome</a></li>"
Swedish,Y-kromosoms,Noun,,"indefinite genitive singular of Y-kromosom
"," indefinite genitive singular of Y-kromosom
","<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">indefinite genitive singular of <span class=""mention""><a href=""Y-kromosom.html"" title=""Y-kromosom"">Y-kromosom</a></span></span><span>
</span></li>"
Rade,Y-Ã_nok,Etymology,,Y- â€_ + Portuguese Enoque â€_,Y- â€_(male name prefix) + Portuguese Enoque â€_(â€œEnochâ€ù),"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""rad"">Y-</i><span> </span><span>â€_</span><span class=""mention-gloss-paren"">(</span><span>male name prefix</span><span class=""mention-gloss-paren"" id=""mwAw"">)</span> + <span class=""etylcleanup"" id=""mwBA""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Portuguese%20language"" title=""w:Portuguese language"">Portuguese</a></span></span> <i class=""Latn mention"" id=""mwBg"" lang=""pt"">Enoque</i><span> </span><span>â€_</span><span class=""mention-gloss-paren"">(</span><span class=""mention-gloss-double-quote"">â€œ</span><span class=""mention-gloss""><a href=""Enoch.html"" title=""Enoch"">Enoch</a></span><span class=""mention-gloss-double-quote"">â€ù</span><span class=""mention-gloss-paren"">)</span></p>"
Rade,Y-Ã_nok,Proper noun,,A male given name, A male given name,"<li id=""mwDA""> <span class=""use-with-mention"" id=""mwDQ"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
English,Y.,Abbreviation,,Alternative form of Y, Alternative form of Y,"<li id=""mwBw""> <span class=""form-of-definition"" id=""mwCA"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Y.html"" title=""Y"">Y</a></i></span></span></li>"
English,Y.O.B.,Abbreviation,,Alternative form of YOB, Alternative form of YOB,"<li id=""mwBw""> <span class=""form-of-definition"" id=""mwCA"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""YOB.html"" title=""YOB"">YOB</a></i></span></span></li>"
English,Y.O.L.O.,Phrase,,Alternative form of YOLO, Alternative form of YOLO,"<li id=""mwCA""> <span class=""form-of-definition"" id=""mwCQ"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""YOLO.html"" title=""YOLO"">YOLO</a></i></span></span></li>"
English,Y. O. B.,Abbreviation,,Alternative form of YOB, Alternative form of YOB,"<li id=""mwBw""> <span class=""form-of-definition"" id=""mwCA"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""YOB.html"" title=""YOB"">YOB</a></i></span></span></li>"
Translingual,Y,Letter,,The twenty-fifth letter of the basic modern Latin alphabet., The twenty-fifth letter of the basic modern Latin alphabet.,"<li id=""mwCg""> The twenty-fifth letter of the basic modern Latin alphabet.</li>"
Translingual,Y,Symbol,, Symbol for yttrium, (chemistry) Symbol for yttrium,"<li id=""mwEQ""> <span class=""ib-brac"" id=""mwEg"">(</span><span class=""ib-content"">chemistry</span><span class=""ib-brac"" id=""mwEw"">)</span> Symbol for <a href=""yttrium.html"" id=""mwFA"" title=""yttrium"">yttrium</a></li>"
Translingual,Y,Symbol,, Symbol for prefix yotta-, (metrology) Symbol for prefix yotta-,"<li id=""mwFQ""> <span class=""ib-brac"" id=""mwFg"">(</span><span class=""ib-content"">metrology</span><span class=""ib-brac"" id=""mwFw"">)</span> Symbol for prefix <a href=""yotta-.html"" id=""mwGA"" title=""yotta-"">yotta-</a></li>"
Translingual,Y,Symbol,, IUPAC 1-letter abbreviation for any pyrimidine, (genetics) IUPAC 1-letter abbreviation for any pyrimidine,"<li id=""mwGQ""> <span class=""ib-brac"" id=""mwGg"">(</span><span class=""ib-content"">genetics</span><span class=""ib-brac"" id=""mwGw"">)</span> <a href=""IUPAC.html"" id=""mwHA"" title=""IUPAC"">IUPAC</a> 1-letter abbreviation for any <a href=""pyrimidine.html"" id=""mwHQ"" title=""pyrimidine"">pyrimidine</a></li>"
Translingual,Y,Symbol,, IUPAC 1-letter abbreviation for tyrosine, (biochemistry) IUPAC 1-letter abbreviation for tyrosine,"<li id=""mwHg""> <span class=""ib-brac"" id=""mwHw"">(</span><span class=""ib-content"">biochemistry</span><span class=""ib-brac"" id=""mwIA"">)</span> <a href=""IUPAC.html"" id=""mwIQ"" title=""IUPAC"">IUPAC</a> 1-letter abbreviation for <a href=""tyrosine.html"" id=""mwIg"" title=""tyrosine"">tyrosine</a></li>"
Translingual,Y,Symbol,, Symbol for an unrestricted economy air fare.," (travel, aviation) Symbol for an unrestricted economy air fare.","<li id=""mwIw""> <span class=""ib-brac"" id=""mwJA"">(</span><span class=""ib-content"">travel<span class=""ib-comma"">,</span><span> </span>aviation</span><span class=""ib-brac"" id=""mwJQ"">)</span> Symbol for an unrestricted economy air fare.</li>"
Translingual,Y,Symbol,, A Fixed-point combinator; especially Haskell Curry's combinator defined as Î» f.) )," (mathematics, computer science) A Fixed-point combinator; especially Haskell Curry's combinator defined as Î» f.(Î» x.f (x x)) (Î»x.f (x x))","<li id=""mwJg""> <span class=""ib-brac"" id=""mwJw"">(</span><span class=""ib-content"">mathematics<span class=""ib-comma"">,</span><span> </span>computer science</span><span class=""ib-brac"" id=""mwKA"">)</span> A <a class=""external"" href=""https://en.wikipedia.org/wiki/Fixed-point%20combinator"" id=""mwKQ"" title=""w:Fixed-point combinator"">Fixed-point combinator</a>; especially <a class=""external"" href=""https://en.wikipedia.org/wiki/Haskell%20Curry"" id=""mwKg"" title=""w:Haskell Curry"">Haskell Curry</a>'s combinator defined as <span id=""mwKw"">Î»</span> f.(<span id=""mwLA"">Î»</span> x.f (x x)) (<span id=""mwLQ"">Î»</span>x.f (x x))</li>"
English,Y10K,Noun, â€_(uncountable), Abbreviation of year 10000., (computing) Abbreviation of year 10000.,"<li id=""mwBQ""> <span class=""ib-brac"" id=""mwBg"">(</span><span class=""ib-content"">computing</span><span class=""ib-brac"" id=""mwBw"">)</span> <span class=""use-with-mention"" id=""mwCA"">Abbreviation of <i class=""Latn mention"" lang=""en""><a href=""year.html"" title=""year"">year</a> 10000</i></span><span>.</span></li>"
English,Y10K,Noun, â€_(uncountable), Y10K bug," (computing, by extension) Y10K bug","<li id=""mwCg""> <span class=""ib-brac"" id=""mwCw"">(</span><span class=""ib-content"">computing<span class=""ib-comma"">,</span><span> </span>by extension</span><span class=""ib-brac"" id=""mwDA"">)</span> <a href=""Y10K_bug.html"" id=""mwDQ"" title=""Y10K bug"">Y10K bug</a></li>"
English,Y10K bug,Etymology,,"Abbreviation of year 10,000  bug. Based on the Y2K bug.","Abbreviation of year 10,000 (10K) bug. Based on the Y2K bug.","<p id=""mwAg""><span class=""use-with-mention"" id=""mwAw"">Abbreviation of <i class=""Latn mention"" lang=""en""><a href=""year.html"" title=""year"">year</a> 10,000 (10<a href=""K.html"" title=""K"">K</a>) <a href=""bug.html"" title=""bug"">bug</a></i></span><span>.</span> Based on the <i class=""Latn mention"" id=""mwBQ"" lang=""en""><a href=""Y2K_bug.html"" title=""Y2K bug"">Y2K bug</a></i>.</p>"
English,Y10K bug,Noun, â€_(uncountable)," A bug like the millennium bug, that arises when a 4â€êdigit year system â€” from ""0000"" to ""9999"" â€” fails to display, store or calculate the year 10,000."," (computing, often humorous) A bug like the millennium bug, that arises when a 4â€êdigit year system â€” from ""0000"" to ""9999"" â€” fails to display, store or calculate the year 10,000.","<li id=""mwCg""> <span class=""ib-brac"" id=""mwCw"">(</span><span class=""ib-content"">computing<span class=""ib-comma"">,</span><span> </span>often<span> </span>humorous</span><span class=""ib-brac"" id=""mwDA"">)</span> A bug like the <a href=""millennium_bug.html"" id=""mwDQ"" title=""millennium bug"">millennium bug</a>, that arises when a 4â€êdigit <a href=""year.html"" id=""mwDg"" title=""year"">year</a> system â€” from ""0000"" to ""9999"" â€” fails to <a href=""display.html"" id=""mwDw"" title=""display"">display</a>, <a href=""store.html"" id=""mwEA"" title=""store"">store</a> or <a href=""calculate.html"" id=""mwEQ"" title=""calculate"">calculate</a> the year 10,000.</li>"
English,Y2K,Alternative forms,,Y2k, Y2k,"<li id=""mwAw""> <span class=""Latn"" id=""mwBA"" lang=""en"">Y2k</span></li>"
English,Y2K,Etymology,,"Abbreviated from ""year 2000"", with ""K"" standing for 1000, as in the prefix kilo-","Abbreviated from ""year 2000"", with ""K"" standing for 1000, as in the prefix kilo-","<p id=""mwBQ"">Abbreviated from ""year 2000"", with ""K"" standing for 1000, as in the prefix <b id=""mwBg""><a href=""kilo-.html"" id=""mwBw"" title=""kilo-"">kilo-</a></b></p>"
English,Y2K,Noun, â€_(uncountable),: Abbreviation of year 2000., (computing): Abbreviation of year 2000.,"<li id=""mwDA""> <span class=""ib-brac"" id=""mwDQ"">(</span><span class=""ib-content"">computing</span><span class=""ib-brac"" id=""mwDg"">)</span>: <span class=""use-with-mention"" id=""mwDw"">Abbreviation of <i class=""Latn mention"" lang=""en""><a href=""year.html"" title=""year"">year</a> 2000</i></span><span>.</span></li>"
English,Y2K,Noun, â€_(uncountable), Y2K bug," (computing, by extension) Y2K bug","<li id=""mwEQ""> <span class=""ib-brac"" id=""mwEg"">(</span><span class=""ib-content"">computing<span class=""ib-comma"">,</span><span> </span>by extension</span><span class=""ib-brac"" id=""mwEw"">)</span> <a href=""Y2K_bug.html"" id=""mwFA"" title=""Y2K bug"">Y2K bug</a></li>"
English,Y2K,Derived terms,,"Y2K bug,  Y2K38"," Y2K bug,  Y2K38","<li id=""mwFg""> <span class=""Latn"" id=""mwFw"" lang=""en""><a href=""Y2K_bug.html"" title=""Y2K bug"">Y2K bug</a></span></li>, <li id=""mwGA""> <span class=""Latn"" id=""mwGQ"" lang=""en""><a href=""Y2K38.html"" title=""Y2K38"">Y2K38</a></span></li>"
English,Y2K38,Etymology,,"As for Y2K, with the addition of 38.","As for Y2K, with the addition of 38.","<p id=""mwAg"">As for <i class=""Latn mention"" id=""mwAw"" lang=""en""><a href=""Y2K.html"" title=""Y2K"">Y2K</a></i>, with the addition of <i id=""mwBA"">38</i>.</p>"
English,Y2K38,Proper noun,," The year 2038, in which certain date-related bugs in computer software are expected to manifest themselves."," (computing) The year 2038, in which certain date-related bugs in computer software are expected to manifest themselves.","<li id=""mwCQ""> <span class=""ib-brac"" id=""mwCg"">(</span><span class=""ib-content"">computing</span><span class=""ib-brac"" id=""mwCw"">)</span> The <a href=""year.html"" id=""mwDA"" title=""year"">year</a> 2038, in which certain date-related <a href=""bug.html"" id=""mwDQ"" title=""bug"">bugs</a> in computer <a href=""software.html"" id=""mwDg"" title=""software"">software</a> are expected to manifest themselves.</li>"
English,Y2K bug,Proper noun,,the millennium bug, the millennium bug,"<li id=""mwBQ""> the <a href=""millennium_bug.html"" id=""mwBg"" title=""millennium bug"">millennium bug</a></li>"
