headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
Danish,A'erne,Pronunciation,,"IPA: /Ì_èƒnƒª/, [èöÌ_èƒnƒª],  Rhymes: -Ì_èƒnƒª,  Audio "," IPA(key): /Ì_èƒnƒª/, [èöÌ_èƒnƒª],  Rhymes: -Ì_èƒnƒª,  Audio (Copenhagen)(file)","<li id=""mwAw""> IPA<sup>(<a class=""external"" href=""https://en.wikipedia.org/wiki/Danish%20phonology"" title=""wikipedia:Danish phonology"">key</a>)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/Ì_èƒnƒª/</span><span>, </span><span class=""IPA"" lang="""">[èöÌ_èƒnƒª]</span></li>, <li id=""mwBg""> <span id=""mwBw"">Rhymes: </span><span class=""IPA"" lang="""">-Ì_èƒnƒª</span></li>, <li id=""mwCQ""> <table class=""audiotable"" id=""mwCg"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">Audio (Copenhagen)</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>"
Danish,A'erne,Noun,,definite plural of A, definite plural of A,"<li id=""mwEA""> <span class=""form-of-definition"" id=""mwEQ"">definite plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""da""><a href=""A.html"" title=""A"">A</a></i></span></span></li>"
Danish,A'ernes,Pronunciation,,"IPA: /Ì_èƒnƒªs/, [èöÌ_èƒnƒªs],  Rhymes: -Ì_èƒnƒªs,  Audio "," IPA(key): /Ì_èƒnƒªs/, [èöÌ_èƒnƒªs],  Rhymes: -Ì_èƒnƒªs,  Audio (Copenhagen)(file)","<li id=""mwAw""> IPA<sup>(<a class=""external"" href=""https://en.wikipedia.org/wiki/Danish%20phonology"" title=""wikipedia:Danish phonology"">key</a>)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/Ì_èƒnƒªs/</span><span>, </span><span class=""IPA"" lang="""">[èöÌ_èƒnƒªs]</span></li>, <li id=""mwBg""> <span id=""mwBw"">Rhymes: </span><span class=""IPA"" lang="""">-Ì_èƒnƒªs</span></li>, <li id=""mwCQ""> <table class=""audiotable"" id=""mwCg"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">Audio (Copenhagen)</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>"
Danish,A'ernes,Noun,,genitive plural definite of A, genitive plural definite of A,"<li id=""mwEA""> <span class=""form-of-definition"" id=""mwEQ"">genitive plural definite of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""da""><a href=""A.html"" title=""A"">A</a></i></span></span></li>"
Danish,A'ers,Pronunciation,,"IPA: /Ì_èƒs/, [èöÌ_èƒs],  Rhymes: -Ì_èƒs,  Audio "," IPA(key): /Ì_èƒs/, [èöÌ_èƒs],  Rhymes: -Ì_èƒs,  Audio (Copenhagen)(file)","<li id=""mwBQ""> IPA<sup>(<a class=""external"" href=""https://en.wikipedia.org/wiki/Danish phonology"" title=""wikipedia:Danish phonology"">key</a>)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/Ì_èƒs/</span><span>, </span><span class=""IPA"" lang="""">[èöÌ_èƒs]</span></li>, <li id=""mwCA""> <span id=""mwCQ"">Rhymes: </span><span class=""IPA"" lang="""">-Ì_èƒs</span></li>, <li id=""mwCw""> <table class=""audiotable"" id=""mwDA"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">Audio (Copenhagen)</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>"
Danish,A'ers,Noun,,genitive plural indefinite of A, genitive plural indefinite of A,"<li id=""mwEw""> <span class=""form-of-definition"" id=""mwFA"">genitive plural indefinite of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""da""><a href=""A.html"" title=""A"">A</a></i></span></span></li>"
Danish,A'et,Pronunciation,,"IPA: /Ì_èƒªt/, [èöÌ_èƒªdí´],  Rhymes: -Ì_èƒªdí´,  Audio "," IPA(key): /Ì_èƒªt/, [èöÌ_èƒªdí´],  Rhymes: -Ì_èƒªdí´,  Audio (Copenhagen)(file)","<li id=""mwAw""> IPA<sup>(<a class=""external"" href=""https://en.wikipedia.org/wiki/Danish%20phonology"" title=""wikipedia:Danish phonology"">key</a>)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/Ì_èƒªt/</span><span>, </span><span class=""IPA"" lang="""">[èöÌ_èƒªdí´]</span></li>, <li id=""mwBg""> <span id=""mwBw"">Rhymes: </span><span class=""IPA"" lang="""">-Ì_èƒªdí´</span></li>, <li id=""mwCQ""> <table class=""audiotable"" id=""mwCg"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">Audio (Copenhagen)</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>"
Danish,A'et,Noun,,singular definite of A, singular definite of A,"<li id=""mwEA""> <span class=""form-of-definition"" id=""mwEQ"">singular definite of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""da""><a href=""A.html"" title=""A"">A</a></i></span></span></li>"
Danish,A'ets,Pronunciation,,"IPA: /Ì_èƒªts/, [èöÌ_èƒªdí´s],  Rhymes: -Ì_èƒªdí´s,  Audio "," IPA(key): /Ì_èƒªts/, [èöÌ_èƒªdí´s],  Rhymes: -Ì_èƒªdí´s,  Audio (Copenhagen)(file)","<li id=""mwBQ""> IPA<sup>(<a class=""external"" href=""https://en.wikipedia.org/wiki/Danish phonology"" title=""wikipedia:Danish phonology"">key</a>)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/Ì_èƒªts/</span><span>, </span><span class=""IPA"" lang="""">[èöÌ_èƒªdí´s]</span></li>, <li id=""mwCA""> <span id=""mwCQ"">Rhymes: </span><span class=""IPA"" lang="""">-Ì_èƒªdí´s</span></li>, <li id=""mwCw""> <table class=""audiotable"" id=""mwDA"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">Audio (Copenhagen)</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>"
Danish,A'ets,Noun,,genitive singular definite of A, genitive singular definite of A,"<li id=""mwEw""> <span class=""form-of-definition"" id=""mwFA"">genitive singular definite of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""da""><a href=""A.html"" title=""A"">A</a></i></span></span></li>"
English,A's,Noun,,plural of A, plural of A,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A.html"" title=""A"">A</a></i></span></span></li>"
English,A's,Usage notes,,"There is some difference of opinion regarding the use of apostrophes in the pluralization of references to letters as symbols. New Fowler's Modern English Usage, after noting that the usage has changed, states on page 602 that ""after letters an apostrophe is obligatory."" The 15th edition of The Chicago Manual of Style states in paragraph 7.16, ""To avoid confusion, lowercase letters ... form the plural with an apostrophe and an s"". The Oxford Style Manual on page 116 advocates the use of common sense."," There is some difference of opinion regarding the use of apostrophes in the pluralization of references to letters as symbols. New Fowler's Modern English Usage, after noting that the usage has changed, states on page 602 that ""after letters an apostrophe is obligatory."" The 15th edition of The Chicago Manual of Style states in paragraph 7.16, ""To avoid confusion, lowercase letters ... form the plural with an apostrophe and an s"". The Oxford Style Manual on page 116 advocates the use of common sense.","<li> There is some difference of opinion regarding the use of apostrophes in the pluralization of references to letters as symbols. <i>New Fowler's Modern English Usage</i>, after noting that the usage has changed, states on page 602 that ""after letters an apostrophe is obligatory."" The 15th edition of <i>The Chicago Manual of Style</i> states in paragraph 7.16, ""To avoid confusion, lowercase letters ... form the plural with an apostrophe and an s"". The <i>Oxford Style Manual</i> on page 116 advocates the use of common sense.</li>"
English,A*'s,Noun,,plural of A*, plural of A*,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A*.html"" title=""A*"">A*</a></i></span></span></li>"
English,A*,Pronunciation,,"as ""A star"": IPA: /eƒ»íø stƒÔè/,  Audio "," as ""A star"": IPA(key): /eƒ»íø stƒÔè/,  Audio (US)(file)","<li id=""mwAw""> as ""A star"": IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/eƒ»íø stƒÔè/</span></li>, <li id=""mwBg""> <table class=""audiotable"" id=""mwBw"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">Audio (US)</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>"
English,A*,Noun, ‰Û_(plural A*'s or A*s),"An academic grade, higher than A. Where it is used, it is often the best class of result."," An academic grade, higher than A. Where it is used, it is often the best class of result.","<li id=""mwDg""> An <a href=""academic.html"" id=""mwDw"" title=""academic"">academic</a> <a href=""grade.html"" id=""mwEA"" title=""grade"">grade</a>, higher than <a href=""A.html"" id=""mwEQ"" title=""A"">A</a>. Where it is used, it is often the <a href=""best.html"" id=""mwEg"" title=""best"">best</a> <a href=""class.html"" id=""mwEw"" title=""class"">class</a> of <a href=""result.html"" id=""mwFA"" title=""result"">result</a>.</li>"
English,A*,Noun, ‰Û_(plural A*'s or A*s), A best-first graph search algorithm for finding a lowest-cost path to a goal., (computer science) A best-first graph search algorithm for finding a lowest-cost path to a goal.,"<li id=""mwFQ""> <span class=""ib-brac"" id=""mwFg"">(</span><span class=""ib-content"">computer science</span><span class=""ib-brac"" id=""mwFw"">)</span> A <a class=""external"" href=""https://en.wikipedia.org/wiki/Best-first%20search"" id=""mwGA"" title=""w:Best-first search"">best-first</a> <a href=""graph.html"" id=""mwGQ"" title=""graph"">graph</a> <a href=""search.html"" id=""mwGg"" title=""search"">search</a> <a href=""algorithm.html"" id=""mwGw"" title=""algorithm"">algorithm</a> for finding a lowest-cost path to a goal.</li>"
English,A*,References,,": Guardian article explaining A* grade,  : Generalized best-first search strategies and the optimality of A*"," (academic grade): Guardian article explaining A* grade,  (search algorithm): Generalized best-first search strategies and the optimality of A*","<li id=""mwIw""> <span class=""ib-brac"" id=""mwJA""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">academic grade</span></span><span class=""ib-brac""><span class=""qualifier-brac"">)</span></span><span class=""ib-colon"" id=""mwJQ""><span class=""sense-qualifier-colon"">:</span></span> <a class=""external"" href=""http://education.guardian.co.uk/alevels/story/0,,1960976,00.html"" id=""mwJg"">Guardian article explaining A* grade</a></li>, <li id=""mwJw""> <span class=""ib-brac"" id=""mwKA""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">search algorithm</span></span><span class=""ib-brac""><span class=""qualifier-brac"">)</span></span><span class=""ib-colon"" id=""mwKQ""><span class=""sense-qualifier-colon"">:</span></span> <a class=""external"" href=""http://portal.acm.org/citation.cfm?id=3830&amp;coll=portal&amp;dl=ACM"" id=""mwKg"">Generalized best-first search strategies and the optimality of A*</a></li>"
English,A*s,Noun,,plural of A*, plural of A*,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A*.html"" title=""A*"">A*</a></i></span></span></li>"
English,A+'s,Noun,,plural of A+, plural of A+,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A%2B.html"" title=""A+"">A+</a></i></span></span></li>"
English,A+,Noun, ‰Û_(plural A+'s),An academic grade issued by certain educational institutions. Slightly better than an A., An academic grade issued by certain educational institutions. Slightly better than an A.,"<li id=""mwBg""> An academic grade issued by certain educational institutions. Slightly better than an <a href=""A.html"" id=""mwBw"" title=""A"">A</a>.</li>"
English,A+,Noun, ‰Û_(plural A+'s)," The highest possible rating. I give this novel an A+."," (slang) The highest possible rating. I give this novel an A+.","<li id=""mwCA""> <span class=""ib-brac"" id=""mwCQ"">(</span><span class=""ib-content"">slang</span><span class=""ib-brac"" id=""mwCg"">)</span> The highest possible <a href=""rating.html"" id=""mwCw"" title=""rating"">rating</a>.<dl id=""mwDA""><dd id=""mwDQ""> <i id=""mwDg"">I give this novel an <b id=""mwDw"">A+</b>.</i></dd></dl></li>"
English,A+,Noun, ‰Û_(plural A+'s), Single A advanced league., (baseball) Single A advanced league.,"<li id=""mwEA""> <span class=""ib-brac"" id=""mwEQ"">(</span><span class=""ib-content"">baseball</span><span class=""ib-brac"" id=""mwEg"">)</span> Single A advanced league.</li>"
English,A+,Synonyms,,A plus, A plus,"<li id=""mwFA""> <span class=""Latn"" id=""mwFQ"" lang=""en""><a href=""A_plus.html"" title=""A plus"">A plus</a></span></li>"
English,A-'s,Noun,,plural of A-, plural of A-,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A-.html"" title=""A-"">A-</a></i></span></span></li>"
English,A-,Alternative forms,,A‰öÕ, A‰öÕ,"<li id=""mwAw""> <span class=""Latn"" id=""mwBA"" lang=""en""><a href=""A%E2%88%92.html"" title=""A‰öÕ"">A‰öÕ</a></span></li>"
English,A-,Noun, ‰Û_(plural A-'s),"Academic grade issued by some institutions, which is inferior to an A and superior to a B+."," Academic grade issued by some institutions, which is inferior to an A and superior to a B+.","<li id=""mwCQ""> <a href=""academic.html"" id=""mwCg"" title=""academic"">Academic</a> <a href=""grade.html"" id=""mwCw"" title=""grade"">grade</a> issued by some institutions, which is <a href=""inferior.html"" id=""mwDA"" title=""inferior"">inferior</a> to an <a href=""A.html"" id=""mwDQ"" title=""A"">A</a> and <a href=""superior.html"" id=""mwDg"" title=""superior"">superior</a> to a <a href=""B%2B.html"" id=""mwDw"" title=""B+"">B+</a>.</li>"
English,A-1,Adjective, ‰Û_(not comparable),Alternative spelling of A1, Alternative spelling of A1,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A1.html"" title=""A1"">A1</a></i></span></span></li>"
English,A-1,Noun, ‰Û_(plural A-1s)," Cox-Klemin A-1 Air Ambulance, never mass produced."," (US, military, historical) Cox-Klemin A-1 Air Ambulance, never mass produced.","<li id=""mwDA""> <span class=""ib-brac"" id=""mwDQ"">(</span><span class=""ib-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/United%20States"" title=""w:United States"">US</a><span class=""ib-comma"">,</span><span> </span>military<span class=""ib-comma"">,</span><span> </span>historical</span><span class=""ib-brac"" id=""mwDg"">)</span> <a class=""external"" href=""https://en.wikipedia.org/wiki/Cox-Klemin%20A-1"" id=""mwDw"" title=""wikipedia:Cox-Klemin A-1"">Cox-Klemin A-1</a> Air Ambulance, never mass produced.</li>"
English,A-1,Noun, ‰Û_(plural A-1s), Skyraider single engine general-purpose attack aircraft.," (US, military) Skyraider single engine general-purpose attack aircraft.","<li id=""mwEA""> <span class=""ib-brac"" id=""mwEQ"">(</span><span class=""ib-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/United%20States"" title=""w:United States"">US</a><span class=""ib-comma"">,</span><span> </span>military</span><span class=""ib-brac"" id=""mwEg"">)</span> <a class=""external"" href=""https://en.wikipedia.org/wiki/Douglas%20A-1%20Skyraider"" id=""mwEw"" title=""wikipedia:Douglas A-1 Skyraider"">Skyraider</a> single engine general-purpose attack aircraft.</li>"
English,A-1,Noun, ‰Û_(plural A-1s), Personnel section of an air force staff.," (US, military) Personnel section of an air force staff.","<li id=""mwFA""> <span class=""ib-brac"" id=""mwFQ"">(</span><span class=""ib-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/United%20States"" title=""w:United States"">US</a><span class=""ib-comma"">,</span><span> </span>military</span><span class=""ib-brac"" id=""mwFg"">)</span> Personnel section of an air force staff.</li>"
English,A-1,Noun, ‰Û_(plural A-1s), Air personnel officer., (military) Air personnel officer.,"<li id=""mwFw""> <span class=""ib-brac"" id=""mwGA"">(</span><span class=""ib-content"">military</span><span class=""ib-brac"" id=""mwGQ"">)</span> Air personnel officer.</li>"
English,A-1,Noun, ‰Û_(plural A-1s),Angstrom., Angstrom.,"<li id=""mwGg""> <a href=""angstrom.html"" id=""mwGw"" title=""angstrom"">Angstrom</a>.</li>"
English,A-106,Noun, ‰Û_(plural A-106s)," The Agusta A.106 prototype helicopter, which never made it into pre-production."," (aviation) The Agusta A.106 prototype helicopter, which never made it into pre-production.","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">aviation</span><span class=""ib-brac"" id=""mwCA"">)</span> The <a class=""external"" href=""https://en.wikipedia.org/wiki/Agusta%20A.106"" id=""mwCQ"" title=""wikipedia:Agusta A.106"">Agusta A.106</a> prototype helicopter, which never made it into pre-production.</li>"
English,A-106s,Noun,,plural of A-106, plural of A-106,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A-106.html"" title=""A-106"">A-106</a></i></span></span></li>"
English,A-109,Noun, ‰Û_(plural A-109s), The Agusta A109 twin-engine utility helicopter., (aviation) The Agusta A109 twin-engine utility helicopter.,"<li id=""mwBQ""> <span class=""ib-brac"" id=""mwBg"">(</span><span class=""ib-content"">aviation</span><span class=""ib-brac"" id=""mwBw"">)</span> The Agusta A109 twin-engine utility helicopter.</li>"
English,A-109s,Noun,,plural of A-109, plural of A-109,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A-109.html"" title=""A-109"">A-109</a></i></span></span></li>"
English,A-1s,Noun,,plural of A-1, plural of A-1,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A-1.html"" title=""A-1"">A-1</a></i></span></span></li>"
English,A-2,Noun, ‰Û_(plural A-2s)," Fokker A-2 air ambulance, that did not see production."," (US, military, historical) Fokker A-2 air ambulance, that did not see production.","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/United%20States"" title=""w:United States"">US</a><span class=""ib-comma"">,</span><span> </span>military<span class=""ib-comma"">,</span><span> </span>historical</span><span class=""ib-brac"" id=""mwCA"">)</span> <a class=""external"" href=""https://en.wikipedia.org/wiki/Fokker%20A-2"" id=""mwCQ"" title=""wikipedia:Fokker A-2"">Fokker A-2</a> air ambulance, that did not see production.</li>"
English,A-2,Noun, ‰Û_(plural A-2s)," Intelligence section of an air force staff. 1996,  John F. Kreiss,  Piercing the Fog: Intelligence and Army Air Forces Operations in World War II:...showing that Arnold did not trust his own A-2 to undertake the targeting assignment."," (military) Intelligence section of an air force staff. 1996,  John F. Kreiss,  Piercing the Fog: Intelligence and Army Air Forces Operations in World War II:...showing that Arnold did not trust his own A-2 to undertake the targeting assignment.","<li id=""mwCg""> <span class=""ib-brac"" id=""mwCw"">(</span><span class=""ib-content"">military</span><span class=""ib-brac"" id=""mwDA"">)</span> Intelligence section of an air force staff.<ul id=""mwDQ""><li id=""mwDg""> <div class=""citation-whole"" id=""mwDw""><span class=""cited-source""><b>1996</b>,<span> </span><span> </span>John F. Kreiss,<span> </span><span> </span><cite><i>Piercing the Fog: Intelligence and Army Air Forces Operations in World War II</i></cite>:</span><dl><dd><span class=""cited-passage"">...showing that Arnold did not trust his own <b>A-2</b> to undertake the targeting assignment.</span></dd></dl></div></li></ul></li>"
