headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
French,Abkhaziennes,Noun, f,feminine plural of Abkhazien, feminine plural of Abkhazien,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">feminine plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""fr""><a href=""Abkhazien.html"" title=""Abkhazien"">Abkhazien</a></i></span></span></li>"
French,Abkhaziens,Noun, m,plural of Abkhazien, plural of Abkhazien,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""fr""><a href=""Abkhazien.html"" title=""Abkhazien"">Abkhazien</a></i></span></span></li>"
French,Aboméen,Noun," m ‎(plural Aboméens, feminine Aboméenne)","A person from Abomey; Abomean, Abomeyan"," A person from Abomey; Abomean, Abomeyan","<li id=""mwBg""> A person from <a href=""Abomey.html"" id=""mwBw"" title=""Abomey"">Abomey</a>; Abomean, Abomeyan</li>"
French,Aboméenne,Noun, f ‎(plural Aboméennes),feminine equivalent of Aboméen, feminine equivalent of Aboméen,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">feminine equivalent of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""fr""><a href=""Abom%C3%A9en.html"" title=""Aboméen"">Aboméen</a></i></span></span></li>"
French,Aboméennes,Noun, f,feminine plural of Aboméen, feminine plural of Aboméen,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">feminine plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""fr""><a href=""Abom%C3%A9en.html"" title=""Aboméen"">Aboméen</a></i></span></span></li>"
French,Aboméens,Noun, m,plural of Aboméen, plural of Aboméen,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""fr""><a href=""Abom%C3%A9en.html"" title=""Aboméen"">Aboméen</a></i></span></span></li>"
French,Aborigène,Pronunciation,,"audio,  IPA: /a.bɔ.ʁi.ʒɛn/"," audio(file),  IPA(key): /a.bɔ.ʁi.ʒɛn/","<li id=""mwAw""> <table class=""audiotable"" id=""mwBA"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">audio</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>, <li id=""mwBg""> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/a.bɔ.ʁi.ʒɛn/</span></li>"
French,Aborigène,Noun," m, f ‎(plural Aborigènes)",An Indigenous Australian., An Indigenous Australian.,"<li id=""mwDQ""> An <a class=""external"" href=""https://en.wikipedia.org/wiki/Indigenous%20Australians"" id=""mwDg"" title=""w:Indigenous Australians"">Indigenous Australian</a>.</li>"
French,Aborigène,External links,,“Aborigène” in le Trésor de la langue française informatisé ., “Aborigène” in le Trésor de la langue française informatisé (The Digitized Treasury of the French Language).,"<li id=""mwEw""> <span id=""mwFA"">“</span><a class=""external"" href=""http://www.cnrtl.fr/definition/Aborig%C3%A8ne"">Aborigène</a><span>” in </span><i><a class=""external"" href=""https://en.wikipedia.org/wiki/fr:Trésor%20de%20la%20langue%20française%20informatisé"" title=""w:fr:Trésor de la langue française informatisé"">le Trésor de la langue française informatisé</a></i><span> (</span><i>The Digitized Treasury of the French Language</i><span>).</span></li>"
French,Aborigènes,Noun, m f,plural of Aborigène, plural of Aborigène,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""fr""><a href=""Aborig%C3%A8ne.html"" title=""Aborigène"">Aborigène</a></i></span></span></li>"
French,Abou,Proper noun,,A  surname​., A  surname​.,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A  <a href=""surname.html"" title=""surname"">surname</a><span>​</span>.</span></li>"
French,Abou,Proper noun,,A male given name, A male given name,"<li id=""mwCA""> <span class=""use-with-mention"" id=""mwCQ"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
French,Abou Dabi,Pronunciation,," IPA: /abu dabi/,  Abou Dabi  IPA: [abu dabi]  ,  Rhymes: -bi"," (FR) IPA(key): /abu dabi/,  Abou Dabi (France) IPA(key): [abu dabi]  ,  Rhymes: -bi","<li id=""mwCA""> <span class=""ib-brac"" id=""mwCQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">FR</span></span><span class=""ib-brac"" id=""mwCg""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/abu dabi/</span></li>, <li id=""mwDQ""> Abou Dabi (France) <span class=""IPA audiolink nounderlines"" id=""mwDg"" style=""white-space: nowrap;"">IPA<sup>(key)</sup>:<span> </span><span class=""IPA"" lang="""">[abu dabi]</span></span><span> </span><table class=""audiotable"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em;""><tbody><tr><td class=""audiofile""></td></tr></tbody></table><span> </span></li>, <li id=""mwEA""> <span id=""mwEQ"">Rhymes: </span><span class=""IPA"" lang="""">-bi</span></li>"
French,Abou Dabi,Alternative forms,,"Abou Dhabi, Abu Dhabi, Abou Dhaby"," Abou Dhabi, Abu Dhabi, Abou Dhaby","<li id=""mwFA""> <span class=""Latn"" id=""mwFQ"" lang=""fr""><a href=""Abou_Dhabi.html"" title=""Abou Dhabi"">Abou Dhabi</a></span>, <span class=""Latn"" id=""mwFg"" lang=""fr""><a href=""Abu_Dhabi.html"" title=""Abu Dhabi"">Abu Dhabi</a></span>, <span class=""Latn"" id=""mwFw"" lang=""fr"">Abou Dhaby</span></li>"
French,Abou Dabi,Etymology,,Arabic أَبُو ظَبْي ‎.,"Arabic أَبُو ظَبْي ‎(ʾabū ẓaby, “father of the gazelle”).","<p id=""mwGA""><span class=""etylcleanup"" id=""mwGQ""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Arabic%20language"" title=""w:Arabic language"">Arabic</a></span></span> <i class=""Arab mention"" id=""mwGw"" lang=""ar""><a href=""%D8%A3%D8%A8%D9%88_%D8%B8%D8%A8%D9%8A.html"" title=""أبو ظبي"">أَبُو ظَبْي</a></i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">ʾabū ẓaby</span><span>, </span><span class=""mention-gloss-double-quote"">“</span><span class=""mention-gloss"">father of the gazelle</span><span class=""mention-gloss-double-quote"">”</span><span class=""mention-gloss-paren"" id=""mwHA"">)</span>.</p>"
French,Abou Dabi,Proper noun,,"Abu Dhabi, capital of the United Arab Emirates"," Abu Dhabi, capital of the United Arab Emirates","<li id=""mwIQ""> <a href=""Abu_Dhabi.html"" id=""mwIg"" title=""Abu Dhabi"">Abu Dhabi</a>, capital of the United Arab Emirates</li>"
French,Abou Dabi,Proper noun,,"Abu Dhabi, the emirate"," Abu Dhabi, the emirate","<li id=""mwIw""> <a href=""Abu_Dhabi.html"" id=""mwJA"" title=""Abu Dhabi"">Abu Dhabi</a>, the emirate</li>"
French,Abou Dhabi,Proper noun,,Alternative form of Abou Dabi, Alternative form of Abou Dabi,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""fr""><a href=""Abou_Dabi.html"" title=""Abou Dabi"">Abou Dabi</a></i></span></span></li>"
French,Abou Simbel,Alternative forms,,Abou-Simbel, Abou-Simbel,"<li id=""mwAg""> <span class=""Latn"" id=""mwAw"" lang=""fr"">Abou-Simbel</span></li>"
French,Abou Simbel,Proper noun,,The archeological site of Abu Simbel., The archeological site of Abu Simbel.,"<li id=""mwCA""> The archeological site of <a href=""Abu_Simbel.html"" id=""mwCQ"" title=""Abu Simbel"">Abu Simbel</a>.</li>"
French,Abruzzais,Noun," m ‎(plural Abruzzais, feminine Abruzzaise)",A person from the Abruzzo., A person from the Abruzzo.,"<li id=""mwBg""> A person from the <a href=""Abruzzo.html"" id=""mwBw"" title=""Abruzzo"">Abruzzo</a>.</li>"
French,Abruzzaise,Noun, f ‎(plural Abruzzaises),feminine equivalent of Abruzzais, feminine equivalent of Abruzzais,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">feminine equivalent of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""fr""><a href=""Abruzzais.html"" title=""Abruzzais"">Abruzzais</a></i></span></span></li>"
French,Abruzzaises,Noun, f,feminine plural of Abruzzais, feminine plural of Abruzzais,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">feminine plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""fr""><a href=""Abruzzais.html"" title=""Abruzzais"">Abruzzais</a></i></span></span></li>"
