headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
Portuguese,ANSEA,Proper noun, f,Acronym of Associação de Nações do Sudeste Asiático. ASEAN, Acronym of Associação de Nações do Sudeste Asiático. ASEAN,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">Acronym of <i class=""Latn mention"" lang=""pt""><a href=""Associa%C3%A7%C3%A3o_de_Na%C3%A7%C3%B5es_do_Sudeste_Asi%C3%A1tico.html"" title=""Associação de Nações do Sudeste Asiático"">Associação de Nações do Sudeste Asiático</a></i></span><span>.</span> <span class=""Latn"" id=""mwCA"" lang=""en""><a href=""ASEAN.html"" title=""ASEAN"">ASEAN</a></span></li>"
Portuguese,APUDoma,Noun, m (plural APUDomas),Alternative spelling of apudoma, Alternative spelling of apudoma,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""apudoma.html"" title=""apudoma"">apudoma</a></i></span></span></li>"
Portuguese,ARNm,Noun, m (uncountable), Initialism of ARN mensageiro; mRNA, (biochemistry) Initialism of ARN mensageiro; mRNA,"<li id=""mwBA""> <span class=""ib-brac"" id=""mwBQ"">(</span><span class=""ib-content"">biochemistry</span><span class=""ib-brac"" id=""mwBg"">)</span> <span class=""use-with-mention"" id=""mwBw"">Initialism of <i class=""Latn mention"" lang=""pt"">ARN mensageiro</i></span>; <span class=""Latn"" id=""mwCQ"" lang=""en""><a href=""mRNA.html"" title=""mRNA"">mRNA</a></span></li>"
Portuguese,A Corunha,Alternative forms,,Corunha, Corunha,"<li id=""mwAg""> <span class=""Latn"" id=""mwAw"" lang=""pt""><a href=""Corunha.html"" title=""Corunha"">Corunha</a></span></li>"
Portuguese,A Corunha,Proper noun, f,A Coruña; La Coruña ," A Coruña; La Coruña (a city in Galicia, Spain)","<li id=""mwCA""> <span class=""Latn"" id=""mwCQ"" lang=""en""><a href=""A_Coru%C3%B1a.html"" title=""A Coruña"">A Coruña</a></span><span>; </span><span class=""Latn"" lang=""en""><a href=""La_Coru%C3%B1a.html"" title=""La Coruña"">La Coruña</a></span><span> (a city in </span><span class=""Latn"" lang=""en""><a href=""Galicia.html"" title=""Galicia"">Galicia</a></span><span>, </span><span class=""Latn"" lang=""en""><a href=""Spain.html"" title=""Spain"">Spain</a></span><span>)</span></li>"
Portuguese,A negativo,Etymology,,"A labeled by Karl Landsteiner, negativo ‎ because the blood type doesn't have the Rh factor.","A labeled by Karl Landsteiner, negativo ‎(“negative”) because the blood type doesn't have the Rh factor.","<p id=""mwAQ""><a href=""A.html"" id=""mwAg"" title=""A"">A</a> labeled by Karl Landsteiner, <i class=""Latn mention"" id=""mwAw"" lang=""pt""><a href=""negativo.html"" title=""negativo"">negativo</a></i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""mention-gloss-double-quote"">“</span><span class=""mention-gloss"">negative</span><span class=""mention-gloss-double-quote"">”</span><span class=""mention-gloss-paren"" id=""mwBA"">)</span> because the blood type doesn't have the Rh factor.</p>"
Portuguese,A negativo,Adjective, m,A negative , A negative (blood type),"<li id=""mwCg""> <a href=""A_negative.html"" id=""mwCw"" title=""A negative"">A negative</a> (blood type)</li>"
Portuguese,A positivo,Etymology,,"A labeled by Karl Landsteiner, positivo ‎ because the blood type has the Rh factor.","A labeled by Karl Landsteiner, positivo ‎(“positive”) because the blood type has the Rh factor.","<p id=""mwAg""><a href=""A.html"" id=""mwAw"" title=""A"">A</a> labeled by Karl Landsteiner, <i class=""Latn mention"" id=""mwBA"" lang=""pt""><a href=""positivo.html"" title=""positivo"">positivo</a></i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""mention-gloss-double-quote"">“</span><span class=""mention-gloss"">positive</span><span class=""mention-gloss-double-quote"">”</span><span class=""mention-gloss-paren"" id=""mwBQ"">)</span> because the blood type has the Rh factor.</p>"
Portuguese,A positivo,Adjective, m,A positive , A positive (blood type),"<li id=""mwCw""> <a href=""A_positive.html"" id=""mwDA"" title=""A positive"">A positive</a> (blood type)</li>"
Portuguese,Aaleniano,Proper noun, m, Aalenian ," (geology, paleontology) Aalenian (subdivision of the Middle Jurassic epoch)","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">geology<span class=""ib-comma"">,</span><span> </span>paleontology</span><span class=""ib-brac"" id=""mwCA"">)</span> <span class=""Latn"" id=""mwCQ"" lang=""en""><a href=""Aalenian.html"" title=""Aalenian"">Aalenian</a></span> <span class=""gloss-brac"" id=""mwCg"">(</span><span class=""gloss-content"">subdivision of the Middle Jurassic epoch</span><span class=""gloss-brac"" id=""mwCw"">)</span></li>"
Portuguese,Aaraõ,Proper noun, m,Obsolete spelling of Aarão, Obsolete spelling of Aarão,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">Obsolete spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Aar%C3%A3o.html"" title=""Aarão"">Aarão</a></i></span></span></li>"
Portuguese,Aarão,Alternative forms,,Aaraõ , Aaraõ (obsolete),"<li id=""mwAw""> <span class=""Latn"" id=""mwBA"" lang=""pt""><a href=""Aara%C3%B5.html"" title=""Aaraõ"">Aaraõ</a></span> <span class=""ib-brac"" id=""mwBQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">obsolete</span></span><span class=""ib-brac"" id=""mwBg""><span class=""qualifier-brac"">)</span></span></li>"
Portuguese,Aarão,Etymology,,"From Latin Aaron, from Hebrew אהרן.","From Latin Aaron, from Hebrew אהרן.","<p id=""mwBw"">From <span class=""etyl"" id=""mwCA""><a class=""external"" href=""https://en.wikipedia.org/wiki/Latin%20language"" title=""w:Latin language"">Latin</a></span><span> </span><i class=""Latn mention"" id=""mwCQ"" lang=""la""><a href=""Aaron.html"" title=""Aaron"">Aaron</a></i>, from <span class=""etyl"" id=""mwCg""><a class=""external"" href=""https://en.wikipedia.org/wiki/Hebrew%20language"" title=""w:Hebrew language"">Hebrew</a></span><span> </span><i class=""Hebr mention"" id=""mwCw"" lang=""he""><a href=""%D7%90%D7%94%D7%A8%D7%9F.html"" title=""אהרן"">אהרן</a></i>.</p>"
Portuguese,Aarão,Pronunciation,," IPA: /a.a.ˈɾɐ̃w̃/, /a.ˈɾɐ̃w̃/, Hyphenation: A‧a‧rão"," (Brazil) IPA(key): /a.a.ˈɾɐ̃w̃/, /a.ˈɾɐ̃w̃/, Hyphenation: A‧a‧rão","<li id=""mwDQ""> <span class=""ib-brac"" id=""mwDg""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Brazilian%20Portuguese"" title=""w:Brazilian Portuguese"">Brazil</a></span></span><span class=""ib-brac"" id=""mwDw""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/a.a.ˈɾɐ̃w̃/</span><span>, </span><span class=""IPA"" lang="""">/a.ˈɾɐ̃w̃/</span></li>, <li id=""mwEg""><span id=""mwEw"">Hyphenation: </span><span class=""Latn"" lang=""pt"">A‧a‧rão</span></li>"
Portuguese,Aarão,Proper noun, m,"A male given name, equivalent to English Aaron"," A male given name, equivalent to English Aaron","<li id=""mwGQ""> <span class=""use-with-mention"" id=""mwGg"">A male <a href=""given_name.html"" title=""given name"">given name</a>, equivalent to English <span class=""Latn"" lang=""en""><a href=""Aaron.html"" title=""Aaron"">Aaron</a></span></span></li>"
Portuguese,Aarão,Proper noun, m, Aaron , (biblical) Aaron (brother of Moses),"<li id=""mwHA""> <span class=""ib-brac"" id=""mwHQ"">(</span><span class=""ib-content"">biblical</span><span class=""ib-brac"" id=""mwHg"">)</span> <span class=""Latn"" id=""mwHw"" lang=""en""><a href=""Aaron.html"" title=""Aaron"">Aaron</a></span> <span class=""gloss-brac"" id=""mwIA"">(</span><span class=""gloss-content"">brother of Moses</span><span class=""gloss-brac"" id=""mwIQ"">)</span></li>"
Portuguese,Aasvero,Proper noun, m,Alternative form of Assuero, Alternative form of Assuero,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Assuero.html"" title=""Assuero"">Assuero</a></i></span></span></li>"
Portuguese,Aasverus,Proper noun, m,Alternative form of Assuero, Alternative form of Assuero,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Assuero.html"" title=""Assuero"">Assuero</a></i></span></span></li>"
Portuguese,Abadia dos Dourados,Proper noun,,Abadia dos Dourados ," Abadia dos Dourados (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Abadia dos Dourados"">Abadia dos Dourados</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Abadã,Proper noun, f,Alternative spelling of Abadan, Alternative spelling of Abadan,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Abadan.html"" title=""Abadan"">Abadan</a></i></span></span></li>"
Portuguese,Abaeté,Proper noun,,Abaeté ," Abaeté (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBg""> <span class=""Latn"" id=""mwBw"" lang=""en""><a href=""Abaet%C3%A9.html"" title=""Abaeté"">Abaeté</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Abatiá,Etymology,,"From Old Tupi aba ‎ + ti ‎ + á ‎, referring to maize seeds[1].","From Old Tupi aba ‎(“hair”) + ti ‎(“white; blond”) + á ‎(“seed”), referring to maize seeds[1].","<p id=""mwAg"">From <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Old%20Tupi%20language"" title=""w:Old Tupi language"">Old Tupi</a></span></span> <i class=""Latn mention"" id=""mwBQ"" lang=""tpw""><a href=""aba.html"" title=""aba"">aba</a></i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""mention-gloss-double-quote"">“</span><span class=""mention-gloss"">hair</span><span class=""mention-gloss-double-quote"">”</span><span class=""mention-gloss-paren"" id=""mwBg"">)</span> + <i class=""Latn mention"" id=""mwBw"" lang=""tpw""><a href=""ti.html"" title=""ti"">ti</a></i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""mention-gloss-double-quote"">“</span><span class=""mention-gloss"">white; blond</span><span class=""mention-gloss-double-quote"">”</span><span class=""mention-gloss-paren"" id=""mwCA"">)</span> + <i class=""Latn mention"" id=""mwCQ"" lang=""tpw""><a href=""%C3%A1.html"" title=""á"">á</a></i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""mention-gloss-double-quote"">“</span><span class=""mention-gloss"">seed</span><span class=""mention-gloss-double-quote"">”</span><span class=""mention-gloss-paren"" id=""mwCg"">)</span>, referring to maize seeds<sup id=""cite_ref-1""><a href=""#cite_note-1"" style=""counter-reset: mw-Ref 1;""><span class=""mw-reflink-text"">[1]</span></a></sup>.</p>"
Portuguese,Abatiá,Pronunciation,," IPA: /a.ˌba.t͡ʃi.ˈa/, /a.ˌba.ˈt͡ʃja/"," (Brazil) IPA(key): /a.ˌba.t͡ʃi.ˈa/, /a.ˌba.ˈt͡ʃja/","<li id=""mwDA""> <span class=""ib-brac"" id=""mwDQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Brazilian%20Portuguese"" title=""w:Brazilian Portuguese"">Brazil</a></span></span><span class=""ib-brac"" id=""mwDg""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/a.ˌba.t͡ʃi.ˈa/</span><span>, </span><span class=""IPA"" lang="""">/a.ˌba.ˈt͡ʃja/</span></li>"
Portuguese,Abatiá,Proper noun,,"A town and municipality in Paraná, Brazil."," A town and municipality in Paraná, Brazil.","<li id=""mwFQ""> <span id=""mwFg"">A town and municipality in </span><span class=""Latn"" lang=""en""><a href=""Paran%C3%A1.html"" title=""Paraná"">Paraná</a></span><span>, </span><span class=""Latn"" lang=""en""><a href=""Brazil.html"" title=""Brazil"">Brazil</a></span><span>.</span></li>"
Portuguese,Abatiá,References,,"↑  2006, João Carlos Vicente Ferreira, Municípios paranaenses: origens e significados de seus nomes.","↑  2006, João Carlos Vicente Ferreira, Municípios paranaenses: origens e significados de seus nomes.","<li id=""cite_note-1""><a href=""#cite_ref-1""><span class=""mw-linkback-text"">↑ </span></a> <span class=""mw-reference-text"" id=""mw-reference-text-cite_note-1""><b id=""mwGQ"">2006</b><span id=""mwGg"">, João Carlos Vicente Ferreira, </span><i id=""mwGw"">Municípios paranaenses: origens e significados de seus nomes</i><span id=""mwHA"">.</span></span></li>"
Portuguese,Abcásia,Proper noun, f,Alternative spelling of Abkhazia, Alternative spelling of Abkhazia,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Abkhazia.html"" title=""Abkhazia"">Abkhazia</a></i></span></span></li>"
Portuguese,Abcázia,Proper noun, f,Alternative spelling of Abkhazia, Alternative spelling of Abkhazia,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Abkhazia.html"" title=""Abkhazia"">Abkhazia</a></i></span></span></li>"
Portuguese,Abdala,Alternative forms,,Abdalá, Abdalá,"<li id=""mwAw""> <span class=""Latn"" id=""mwBA"" lang=""pt""><a href=""Abdal%C3%A1.html"" title=""Abdalá"">Abdalá</a></span></li>"
Portuguese,Abdala,Etymology,,"From Old Portuguese Abdalla, from Arabic عبد الله.","From Old Portuguese Abdalla, from Arabic عبد الله.","<p id=""mwBQ"">From <span class=""etyl"" id=""mwBg""><a class=""external"" href=""https://en.wikipedia.org/wiki/Old%20Portuguese%20language"" title=""w:Old Portuguese language"">Old Portuguese</a></span><span> </span><i class=""Latn mention"" lang=""roa-opt"">Abdalla</i>, from <span class=""etyl"" id=""mwCA""><a class=""external"" href=""https://en.wikipedia.org/wiki/Arabic%20language"" title=""w:Arabic language"">Arabic</a></span><span> </span><i class=""Arab mention"" id=""mwCQ"" lang=""ar""><a href=""%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D9%84%D9%87.html"" title=""عبد الله"">عبد الله</a></i>.</p>"
Portuguese,Abdala,Proper noun, m,"A male given name, equivalent to English Abdullah"," A male given name, equivalent to English Abdullah","<li id=""mwDg""> <span class=""use-with-mention"" id=""mwDw"">A male <a href=""given_name.html"" title=""given name"">given name</a>, equivalent to English <span class=""Latn"" lang=""en""><a href=""Abdullah.html"" title=""Abdullah"">Abdullah</a></span></span></li>"
Portuguese,Abdala,Related terms,,Abdula, Abdula,"<li id=""mwEg""> <span class=""Latn"" id=""mwEw"" lang=""pt""><a href=""Abdula.html"" title=""Abdula"">Abdula</a></span></li>"
Portuguese,Abdalá,Proper noun, m,Alternative form of Abdala, Alternative form of Abdala,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Abdala.html"" title=""Abdala"">Abdala</a></i></span></span></li>"
Portuguese,Abdom,Alternative forms,,Abdão, Abdão,"<li id=""mwAg""> <span class=""Latn"" id=""mwAw"" lang=""pt""><a href=""Abd%C3%A3o.html"" title=""Abdão"">Abdão</a></span></li>"
Portuguese,Abdom,Proper noun, m, Abdon , (biblical) Abdon (a judge of Israel),"<li id=""mwCA""> <span class=""ib-brac"" id=""mwCQ"">(</span><span class=""ib-content"">biblical</span><span class=""ib-brac"" id=""mwCg"">)</span> <span class=""Latn"" id=""mwCw"" lang=""en""><a href=""Abdon.html"" title=""Abdon"">Abdon</a></span> <span class=""gloss-brac"" id=""mwDA"">(</span><span class=""gloss-content"">a judge of Israel</span><span class=""gloss-brac"" id=""mwDQ"">)</span></li>"
Portuguese,Abdon Batista,Proper noun,,Abdon Batista ," Abdon Batista (municipality in the state of Santa Catarina, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Abdon Batista"">Abdon Batista</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Santa Catarina, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Abdula,Proper noun, m,"A male given name, equivalent to English Abdullah"," A male given name, equivalent to English Abdullah","<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a>, equivalent to English <span class=""Latn"" lang=""en""><a href=""Abdullah.html"" title=""Abdullah"">Abdullah</a></span></span></li>"
Portuguese,Abdula,Related terms,,Abdala, Abdala,"<li id=""mwCQ""> <span class=""Latn"" id=""mwCg"" lang=""pt""><a href=""Abdala.html"" title=""Abdala"">Abdala</a></span></li>"
Portuguese,Abdão,Proper noun, m,Alternative form of Abdom, Alternative form of Abdom,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Abdom.html"" title=""Abdom"">Abdom</a></i></span></span></li>"
Portuguese,Abecásia,Proper noun, f,Alternative spelling of Abkhazia, Alternative spelling of Abkhazia,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Abkhazia.html"" title=""Abkhazia"">Abkhazia</a></i></span></span></li>"
Portuguese,Abede-Nego,Alternative forms,,Abednego, Abednego,"<li id=""mwAg""> <span class=""Latn"" id=""mwAw"" lang=""pt""><a href=""Abednego.html"" title=""Abednego"">Abednego</a></span></li>"
Portuguese,Abede-Nego,Proper noun, m, Abednego , (biblical) Abednego (one of the captives who escaped the fiery furnace),"<li id=""mwCA""> <span class=""ib-brac"" id=""mwCQ"">(</span><span class=""ib-content"">biblical</span><span class=""ib-brac"" id=""mwCg"">)</span> <span class=""Latn"" id=""mwCw"" lang=""en""><a href=""Abednego.html"" title=""Abednego"">Abednego</a></span> <span class=""gloss-brac"" id=""mwDA"">(</span><span class=""gloss-content"">one of the captives who escaped the fiery furnace</span><span class=""gloss-brac"" id=""mwDQ"">)</span></li>"
